country_code,match_string,date,total_confirmed,total_deceased,new_confirmed,new_deceased,key
PL,dolnośląskie,2020-03-18,40,2,,,PL_02
PL,dolnośląskie,2020-03-19,53,2,13,0,PL_02
PL,dolnośląskie,2020-03-20,58,2,5,0,PL_02
PL,dolnośląskie,2020-03-21,66,2,8,0,PL_02
PL,dolnośląskie,2020-03-22,79,2,13,0,PL_02
PL,dolnośląskie,2020-03-23,101,2,22,0,PL_02
PL,dolnośląskie,2020-03-24,134,2,33,0,PL_02
PL,dolnośląskie,2020-03-25,150,5,16,3,PL_02
PL,dolnośląskie,2020-03-26,165,4,15,-1,PL_02
PL,dolnośląskie,2020-03-27,193,4,28,0,PL_02
PL,dolnośląskie,2020-03-28,214,4,21,0,PL_02
PL,dolnośląskie,2020-03-29,234,4,20,0,PL_02
PL,dolnośląskie,2020-03-30,258,4,24,0,PL_02
PL,dolnośląskie,2020-03-31,274,4,16,0,PL_02
PL,dolnośląskie,2020-04-01,326,4,52,0,PL_02
PL,dolnośląskie,2020-04-02,338,6,12,2,PL_02
PL,dolnośląskie,2020-04-03,400,6,62,0,PL_02
PL,dolnośląskie,2020-04-04,407,6,7,0,PL_02
PL,dolnośląskie,2020-04-05,468,10,61,4,PL_02
PL,dolnośląskie,2020-04-06,488,13,20,3,PL_02
PL,dolnośląskie,2020-04-07,527,14,39,1,PL_02
PL,dolnośląskie,2020-04-08,539,15,12,1,PL_02
PL,dolnośląskie,2020-04-09,568,18,29,3,PL_02
PL,dolnośląskie,2020-04-10,637,20,69,2,PL_02
PL,dolnośląskie,2020-04-11,660,22,23,2,PL_02
PL,dolnośląskie,2020-04-12,697,23,37,1,PL_02
PL,dolnośląskie,2020-04-13,709,24,12,1,PL_02
PL,dolnośląskie,2020-04-14,723,25,14,1,PL_02
PL,dolnośląskie,2020-04-15,764,25,41,0,PL_02
PL,dolnośląskie,2020-04-16,819,28,55,3,PL_02
PL,dolnośląskie,2020-04-17,893,30,74,2,PL_02
PL,dolnośląskie,2020-04-18,949,30,56,0,PL_02
PL,dolnośląskie,2020-04-19,1044,30,95,0,PL_02
PL,dolnośląskie,2020-04-20,1077,33,33,3,PL_02
PL,dolnośląskie,2020-04-21,1118,33,41,0,PL_02
PL,dolnośląskie,2020-04-22,1144,36,26,3,PL_02
PL,dolnośląskie,2020-04-23,1212,36,68,0,PL_02
PL,dolnośląskie,2020-04-24,1235,37,23,1,PL_02
PL,dolnośląskie,2020-04-25,1278,40,43,3,PL_02
PL,dolnośląskie,2020-04-26,1341,41,63,1,PL_02
PL,dolnośląskie,2020-04-27,1412,41,71,0,PL_02
PL,dolnośląskie,2020-04-28,1461,44,49,3,PL_02
PL,dolnośląskie,2020-04-29,1520,47,59,3,PL_02
PL,dolnośląskie,2020-04-30,1563,48,43,1,PL_02
PL,dolnośląskie,2020-05-01,1580,48,17,0,PL_02
PL,dolnośląskie,2020-05-02,1620,49,40,1,PL_02
PL,dolnośląskie,2020-05-03,1645,52,25,3,PL_02
PL,dolnośląskie,2020-05-04,1723,53,78,1,PL_02
PL,dolnośląskie,2020-05-05,1769,57,46,4,PL_02
PL,dolnośląskie,2020-05-06,1789,57,20,0,PL_02
PL,dolnośląskie,2020-05-07,1825,59,36,2,PL_02
PL,dolnośląskie,2020-05-08,1870,66,45,7,PL_02
PL,dolnośląskie,2020-05-09,1903,67,33,1,PL_02
PL,dolnośląskie,2020-05-10,2002,67,99,0,PL_02
PL,dolnośląskie,2020-05-11,2024,72,22,5,PL_02
PL,dolnośląskie,2020-05-12,2056,78,32,6,PL_02
PL,dolnośląskie,2020-05-13,2100,79,44,1,PL_02
PL,dolnośląskie,2020-05-14,2125,82,25,3,PL_02
PL,dolnośląskie,2020-05-15,2141,89,16,7,PL_02
PL,dolnośląskie,2020-05-16,2160,89,19,0,PL_02
PL,dolnośląskie,2020-05-17,2166,89,6,0,PL_02
PL,dolnośląskie,2020-05-18,2226,91,60,2,PL_02
PL,dolnośląskie,2020-05-19,2257,93,31,2,PL_02
PL,dolnośląskie,2020-05-20,2276,94,19,1,PL_02
PL,dolnośląskie,2020-05-21,2295,94,19,0,PL_02
PL,dolnośląskie,2020-05-22,2366,96,71,2,PL_02
PL,dolnośląskie,2020-05-23,2399,96,33,0,PL_02
PL,dolnośląskie,2020-05-24,2418,96,19,0,PL_02
PL,dolnośląskie,2020-05-25,2455,98,37,2,PL_02
PL,dolnośląskie,2020-05-26,2471,101,16,3,PL_02
PL,dolnośląskie,2020-05-27,2512,101,41,0,PL_02
PL,dolnośląskie,2020-05-28,2530,102,18,1,PL_02
PL,dolnośląskie,2020-05-29,2556,102,26,0,PL_02
PL,dolnośląskie,2020-05-30,2581,104,25,2,PL_02
PL,dolnośląskie,2020-05-31,2594,104,13,0,PL_02
PL,dolnośląskie,2020-06-01,2630,105,36,1,PL_02
PL,dolnośląskie,2020-06-02,2639,105,9,0,PL_02
PL,dolnośląskie,2020-06-03,2649,112,10,7,PL_02
PL,dolnośląskie,2020-06-04,2660,112,11,0,PL_02
PL,dolnośląskie,2020-06-05,2680,117,20,5,PL_02
PL,dolnośląskie,2020-06-06,2700,117,20,0,PL_02
PL,dolnośląskie,2020-06-07,2708,117,8,0,PL_02
PL,dolnośląskie,2020-06-08,2724,120,16,3,PL_02
PL,dolnośląskie,2020-06-09,2736,122,12,2,PL_02
PL,dolnośląskie,2020-06-10,2739,124,3,2,PL_02
PL,dolnośląskie,2020-06-11,2749,124,10,0,PL_02
PL,dolnośląskie,2020-06-12,2750,124,1,0,PL_02
PL,dolnośląskie,2020-06-13,17,125,-2733,1,PL_02
PL,dolnośląskie,2020-06-14,2767,125,2750,0,PL_02
PL,dolnośląskie,2020-06-15,2767,126,0,1,PL_02
PL,dolnośląskie,2020-06-16,2778,129,11,3,PL_02
PL,dolnośląskie,2020-06-17,2814,129,36,0,PL_02
PL,kujawsko-pomorskie,2020-03-18,8,0,,,PL_04
PL,kujawsko-pomorskie,2020-03-19,11,0,3,0,PL_04
PL,kujawsko-pomorskie,2020-03-20,14,0,3,0,PL_04
PL,kujawsko-pomorskie,2020-03-21,18,0,4,0,PL_04
PL,kujawsko-pomorskie,2020-03-22,18,0,0,0,PL_04
PL,kujawsko-pomorskie,2020-03-23,21,0,3,0,PL_04
PL,kujawsko-pomorskie,2020-03-24,22,0,1,0,PL_04
PL,kujawsko-pomorskie,2020-03-25,27,0,5,0,PL_04
PL,kujawsko-pomorskie,2020-03-26,31,0,4,0,PL_04
PL,kujawsko-pomorskie,2020-03-27,33,0,2,0,PL_04
PL,kujawsko-pomorskie,2020-03-28,37,0,4,0,PL_04
PL,kujawsko-pomorskie,2020-03-29,47,0,10,0,PL_04
PL,kujawsko-pomorskie,2020-03-30,72,0,25,0,PL_04
PL,kujawsko-pomorskie,2020-03-31,76,0,4,0,PL_04
PL,kujawsko-pomorskie,2020-04-01,84,0,8,0,PL_04
PL,kujawsko-pomorskie,2020-04-02,157,0,73,0,PL_04
PL,kujawsko-pomorskie,2020-04-03,199,1,42,1,PL_04
PL,kujawsko-pomorskie,2020-04-04,224,1,25,0,PL_04
PL,kujawsko-pomorskie,2020-04-05,241,1,17,0,PL_04
PL,kujawsko-pomorskie,2020-04-06,245,1,4,0,PL_04
PL,kujawsko-pomorskie,2020-04-07,264,1,19,0,PL_04
PL,kujawsko-pomorskie,2020-04-08,277,5,13,4,PL_04
PL,kujawsko-pomorskie,2020-04-09,280,6,3,1,PL_04
PL,kujawsko-pomorskie,2020-04-10,290,7,10,1,PL_04
PL,kujawsko-pomorskie,2020-04-11,313,7,23,0,PL_04
PL,kujawsko-pomorskie,2020-04-12,336,7,23,0,PL_04
PL,kujawsko-pomorskie,2020-04-13,345,7,9,0,PL_04
PL,kujawsko-pomorskie,2020-04-14,352,9,7,2,PL_04
PL,kujawsko-pomorskie,2020-04-15,359,12,7,3,PL_04
PL,kujawsko-pomorskie,2020-04-16,367,13,8,1,PL_04
PL,kujawsko-pomorskie,2020-04-17,387,13,20,0,PL_04
PL,kujawsko-pomorskie,2020-04-18,398,16,11,3,PL_04
PL,kujawsko-pomorskie,2020-04-19,406,16,8,0,PL_04
PL,kujawsko-pomorskie,2020-04-20,421,17,15,1,PL_04
PL,kujawsko-pomorskie,2020-04-21,438,17,17,0,PL_04
PL,kujawsko-pomorskie,2020-04-22,452,20,14,3,PL_04
PL,kujawsko-pomorskie,2020-04-23,460,20,8,0,PL_04
PL,kujawsko-pomorskie,2020-04-24,471,24,11,4,PL_04
PL,kujawsko-pomorskie,2020-04-25,474,26,3,2,PL_04
PL,kujawsko-pomorskie,2020-04-26,478,26,4,0,PL_04
PL,kujawsko-pomorskie,2020-04-27,483,26,5,0,PL_04
PL,kujawsko-pomorskie,2020-04-28,518,27,35,1,PL_04
PL,kujawsko-pomorskie,2020-04-29,537,28,19,1,PL_04
PL,kujawsko-pomorskie,2020-04-30,544,28,7,0,PL_04
PL,kujawsko-pomorskie,2020-05-01,550,28,6,0,PL_04
PL,kujawsko-pomorskie,2020-05-02,554,29,4,1,PL_04
PL,kujawsko-pomorskie,2020-05-03,557,29,3,0,PL_04
PL,kujawsko-pomorskie,2020-05-04,557,30,0,1,PL_04
PL,kujawsko-pomorskie,2020-05-05,561,30,4,0,PL_04
PL,kujawsko-pomorskie,2020-05-06,561,30,0,0,PL_04
PL,kujawsko-pomorskie,2020-05-07,566,31,5,1,PL_04
PL,kujawsko-pomorskie,2020-05-08,571,32,5,1,PL_04
PL,kujawsko-pomorskie,2020-05-09,572,32,1,0,PL_04
PL,kujawsko-pomorskie,2020-05-10,574,32,2,0,PL_04
PL,kujawsko-pomorskie,2020-05-11,577,32,3,0,PL_04
PL,kujawsko-pomorskie,2020-05-12,577,34,0,2,PL_04
PL,kujawsko-pomorskie,2020-05-13,577,39,0,5,PL_04
PL,kujawsko-pomorskie,2020-05-14,578,40,1,1,PL_04
PL,kujawsko-pomorskie,2020-05-15,581,42,3,2,PL_04
PL,kujawsko-pomorskie,2020-05-16,582,42,1,0,PL_04
PL,kujawsko-pomorskie,2020-05-17,582,43,0,1,PL_04
PL,kujawsko-pomorskie,2020-05-18,582,44,0,1,PL_04
PL,kujawsko-pomorskie,2020-05-19,583,44,1,0,PL_04
PL,kujawsko-pomorskie,2020-05-20,584,44,1,0,PL_04
PL,kujawsko-pomorskie,2020-05-21,587,44,3,0,PL_04
PL,kujawsko-pomorskie,2020-05-22,590,45,3,1,PL_04
PL,kujawsko-pomorskie,2020-05-23,592,45,2,0,PL_04
PL,kujawsko-pomorskie,2020-05-24,593,45,1,0,PL_04
PL,kujawsko-pomorskie,2020-05-25,594,46,1,1,PL_04
PL,kujawsko-pomorskie,2020-05-26,594,46,0,0,PL_04
PL,kujawsko-pomorskie,2020-05-27,595,46,1,0,PL_04
PL,kujawsko-pomorskie,2020-05-28,595,46,0,0,PL_04
PL,kujawsko-pomorskie,2020-05-29,594,46,-1,0,PL_04
PL,kujawsko-pomorskie,2020-05-30,594,46,0,0,PL_04
PL,kujawsko-pomorskie,2020-05-31,594,46,0,0,PL_04
PL,kujawsko-pomorskie,2020-06-01,593,47,-1,1,PL_04
PL,kujawsko-pomorskie,2020-06-02,594,47,1,0,PL_04
PL,kujawsko-pomorskie,2020-06-03,595,47,1,0,PL_04
PL,kujawsko-pomorskie,2020-06-04,599,47,4,0,PL_04
PL,kujawsko-pomorskie,2020-06-05,601,47,2,0,PL_04
PL,kujawsko-pomorskie,2020-06-06,601,47,0,0,PL_04
PL,kujawsko-pomorskie,2020-06-07,601,47,0,0,PL_04
PL,kujawsko-pomorskie,2020-06-08,602,47,1,0,PL_04
PL,kujawsko-pomorskie,2020-06-09,603,47,1,0,PL_04
PL,kujawsko-pomorskie,2020-06-10,606,47,3,0,PL_04
PL,kujawsko-pomorskie,2020-06-11,608,47,2,0,PL_04
PL,kujawsko-pomorskie,2020-06-12,610,47,2,0,PL_04
PL,kujawsko-pomorskie,2020-06-13,4,49,-606,2,PL_04
PL,kujawsko-pomorskie,2020-06-14,626,49,622,0,PL_04
PL,kujawsko-pomorskie,2020-06-15,626,49,0,0,PL_04
PL,kujawsko-pomorskie,2020-06-16,627,49,1,0,PL_04
PL,kujawsko-pomorskie,2020-06-17,630,49,3,0,PL_04
PL,lubelskie,2020-03-18,22,1,,,PL_06
PL,lubelskie,2020-03-19,25,1,3,0,PL_06
PL,lubelskie,2020-03-20,28,1,3,0,PL_06
PL,lubelskie,2020-03-21,31,1,3,0,PL_06
PL,lubelskie,2020-03-22,39,1,8,0,PL_06
PL,lubelskie,2020-03-23,48,1,9,0,PL_06
PL,lubelskie,2020-03-24,54,2,6,1,PL_06
PL,lubelskie,2020-03-25,63,2,9,0,PL_06
PL,lubelskie,2020-03-26,74,2,11,0,PL_06
PL,lubelskie,2020-03-27,78,2,4,0,PL_06
PL,lubelskie,2020-03-28,87,3,9,1,PL_06
PL,lubelskie,2020-03-29,105,3,18,0,PL_06
PL,lubelskie,2020-03-30,114,4,9,1,PL_06
PL,lubelskie,2020-03-31,132,4,18,0,PL_06
PL,lubelskie,2020-04-01,133,5,1,1,PL_06
PL,lubelskie,2020-04-02,150,5,17,0,PL_06
PL,lubelskie,2020-04-03,157,6,7,1,PL_06
PL,lubelskie,2020-04-04,165,6,8,0,PL_06
PL,lubelskie,2020-04-05,174,6,9,0,PL_06
PL,lubelskie,2020-04-06,181,7,7,1,PL_06
PL,lubelskie,2020-04-07,192,7,11,0,PL_06
PL,lubelskie,2020-04-08,199,9,7,2,PL_06
PL,lubelskie,2020-04-09,204,8,5,-1,PL_06
PL,lubelskie,2020-04-10,221,9,17,1,PL_06
PL,lubelskie,2020-04-11,225,10,4,1,PL_06
PL,lubelskie,2020-04-12,234,10,9,0,PL_06
PL,lubelskie,2020-04-13,240,10,6,0,PL_06
PL,lubelskie,2020-04-14,245,10,5,0,PL_06
PL,lubelskie,2020-04-15,270,10,25,0,PL_06
PL,lubelskie,2020-04-16,279,10,9,0,PL_06
PL,lubelskie,2020-04-17,290,10,11,0,PL_06
PL,lubelskie,2020-04-18,293,10,3,0,PL_06
PL,lubelskie,2020-04-19,308,10,15,0,PL_06
PL,lubelskie,2020-04-20,311,10,3,0,PL_06
PL,lubelskie,2020-04-21,325,10,14,0,PL_06
PL,lubelskie,2020-04-22,332,10,7,0,PL_06
PL,lubelskie,2020-04-23,336,10,4,0,PL_06
PL,lubelskie,2020-04-24,342,10,6,0,PL_06
PL,lubelskie,2020-04-25,346,10,4,0,PL_06
PL,lubelskie,2020-04-26,351,12,5,2,PL_06
PL,lubelskie,2020-04-27,353,13,2,1,PL_06
PL,lubelskie,2020-04-28,356,13,3,0,PL_06
PL,lubelskie,2020-04-29,359,13,3,0,PL_06
PL,lubelskie,2020-04-30,360,13,1,0,PL_06
PL,lubelskie,2020-05-01,365,13,5,0,PL_06
PL,lubelskie,2020-05-02,367,13,2,0,PL_06
PL,lubelskie,2020-05-03,374,14,7,1,PL_06
PL,lubelskie,2020-05-04,374,14,0,0,PL_06
PL,lubelskie,2020-05-05,374,14,0,0,PL_06
PL,lubelskie,2020-05-06,380,14,6,0,PL_06
PL,lubelskie,2020-05-07,381,14,1,0,PL_06
PL,lubelskie,2020-05-08,384,14,3,0,PL_06
PL,lubelskie,2020-05-09,386,14,2,0,PL_06
PL,lubelskie,2020-05-10,388,14,2,0,PL_06
PL,lubelskie,2020-05-11,392,14,4,0,PL_06
PL,lubelskie,2020-05-12,396,14,4,0,PL_06
PL,lubelskie,2020-05-13,398,14,2,0,PL_06
PL,lubelskie,2020-05-14,400,14,2,0,PL_06
PL,lubelskie,2020-05-15,401,14,1,0,PL_06
PL,lubelskie,2020-05-16,401,14,0,0,PL_06
PL,lubelskie,2020-05-17,402,14,1,0,PL_06
PL,lubelskie,2020-05-18,409,14,7,0,PL_06
PL,lubelskie,2020-05-19,409,14,0,0,PL_06
PL,lubelskie,2020-05-20,411,14,2,0,PL_06
PL,lubelskie,2020-05-21,417,15,6,1,PL_06
PL,lubelskie,2020-05-22,420,15,3,0,PL_06
PL,lubelskie,2020-05-23,421,15,1,0,PL_06
PL,lubelskie,2020-05-24,434,15,13,0,PL_06
PL,lubelskie,2020-05-25,446,15,12,0,PL_06
PL,lubelskie,2020-05-26,449,15,3,0,PL_06
PL,lubelskie,2020-05-27,471,15,22,0,PL_06
PL,lubelskie,2020-05-28,487,15,16,0,PL_06
PL,lubelskie,2020-05-29,486,15,-1,0,PL_06
PL,lubelskie,2020-05-30,486,15,0,0,PL_06
PL,lubelskie,2020-05-31,493,15,7,0,PL_06
PL,lubelskie,2020-06-01,495,15,2,0,PL_06
PL,lubelskie,2020-06-02,495,15,0,0,PL_06
PL,lubelskie,2020-06-03,503,15,8,0,PL_06
PL,lubelskie,2020-06-04,504,15,1,0,PL_06
PL,lubelskie,2020-06-05,505,15,1,0,PL_06
PL,lubelskie,2020-06-06,508,16,3,1,PL_06
PL,lubelskie,2020-06-07,514,16,6,0,PL_06
PL,lubelskie,2020-06-08,515,16,1,0,PL_06
PL,lubelskie,2020-06-09,519,16,4,0,PL_06
PL,lubelskie,2020-06-10,520,16,1,0,PL_06
PL,lubelskie,2020-06-11,522,16,2,0,PL_06
PL,lubelskie,2020-06-12,524,16,2,0,PL_06
PL,lubelskie,2020-06-13,6,16,-518,0,PL_06
PL,lubelskie,2020-06-14,543,16,537,0,PL_06
PL,lubelskie,2020-06-15,544,16,1,0,PL_06
PL,lubelskie,2020-06-16,553,16,9,0,PL_06
PL,lubelskie,2020-06-17,555,16,2,0,PL_06
PL,lubuskie,2020-03-18,3,0,,,PL_08
PL,lubuskie,2020-03-19,9,0,6,0,PL_08
PL,lubuskie,2020-03-20,9,0,0,0,PL_08
PL,lubuskie,2020-03-21,9,0,0,0,PL_08
PL,lubuskie,2020-03-22,11,0,2,0,PL_08
PL,lubuskie,2020-03-23,16,0,5,0,PL_08
PL,lubuskie,2020-03-24,21,0,5,0,PL_08
PL,lubuskie,2020-03-25,20,0,-1,0,PL_08
PL,lubuskie,2020-03-26,30,0,10,0,PL_08
PL,lubuskie,2020-03-27,31,0,1,0,PL_08
PL,lubuskie,2020-03-28,33,0,2,0,PL_08
PL,lubuskie,2020-03-29,33,0,0,0,PL_08
PL,lubuskie,2020-03-30,36,0,3,0,PL_08
PL,lubuskie,2020-03-31,42,0,6,0,PL_08
PL,lubuskie,2020-04-01,47,0,5,0,PL_08
PL,lubuskie,2020-04-02,49,0,2,0,PL_08
PL,lubuskie,2020-04-03,51,0,2,0,PL_08
PL,lubuskie,2020-04-04,56,0,5,0,PL_08
PL,lubuskie,2020-04-05,59,0,3,0,PL_08
PL,lubuskie,2020-04-06,62,0,3,0,PL_08
PL,lubuskie,2020-04-07,62,0,0,0,PL_08
PL,lubuskie,2020-04-08,66,0,4,0,PL_08
PL,lubuskie,2020-04-09,69,0,3,0,PL_08
PL,lubuskie,2020-04-10,74,0,5,0,PL_08
PL,lubuskie,2020-04-11,76,0,2,0,PL_08
PL,lubuskie,2020-04-12,78,0,2,0,PL_08
PL,lubuskie,2020-04-13,78,0,0,0,PL_08
PL,lubuskie,2020-04-14,79,0,1,0,PL_08
PL,lubuskie,2020-04-15,79,0,0,0,PL_08
PL,lubuskie,2020-04-16,81,0,2,0,PL_08
PL,lubuskie,2020-04-17,81,0,0,0,PL_08
PL,lubuskie,2020-04-18,81,0,0,0,PL_08
PL,lubuskie,2020-04-19,81,0,0,0,PL_08
PL,lubuskie,2020-04-20,82,0,1,0,PL_08
PL,lubuskie,2020-04-21,84,0,2,0,PL_08
PL,lubuskie,2020-04-22,85,0,1,0,PL_08
PL,lubuskie,2020-04-23,85,0,0,0,PL_08
PL,lubuskie,2020-04-24,85,0,0,0,PL_08
PL,lubuskie,2020-04-25,85,0,0,0,PL_08
PL,lubuskie,2020-04-26,87,0,2,0,PL_08
PL,lubuskie,2020-04-27,87,0,0,0,PL_08
PL,lubuskie,2020-04-28,87,0,0,0,PL_08
PL,lubuskie,2020-04-29,87,0,0,0,PL_08
PL,lubuskie,2020-04-30,87,0,0,0,PL_08
PL,lubuskie,2020-05-01,87,0,0,0,PL_08
PL,lubuskie,2020-05-02,87,0,0,0,PL_08
PL,lubuskie,2020-05-03,88,0,1,0,PL_08
PL,lubuskie,2020-05-04,90,0,2,0,PL_08
PL,lubuskie,2020-05-05,92,0,2,0,PL_08
PL,lubuskie,2020-05-06,90,0,-2,0,PL_08
PL,lubuskie,2020-05-07,92,0,2,0,PL_08
PL,lubuskie,2020-05-08,92,0,0,0,PL_08
PL,lubuskie,2020-05-09,92,0,0,0,PL_08
PL,lubuskie,2020-05-10,92,0,0,0,PL_08
PL,lubuskie,2020-05-11,92,0,0,0,PL_08
PL,lubuskie,2020-05-12,92,0,0,0,PL_08
PL,lubuskie,2020-05-13,92,0,0,0,PL_08
PL,lubuskie,2020-05-14,92,0,0,0,PL_08
PL,lubuskie,2020-05-15,92,0,0,0,PL_08
PL,lubuskie,2020-05-16,92,0,0,0,PL_08
PL,lubuskie,2020-05-17,92,0,0,0,PL_08
PL,lubuskie,2020-05-18,92,0,0,0,PL_08
PL,lubuskie,2020-05-19,92,0,0,0,PL_08
PL,lubuskie,2020-05-20,92,0,0,0,PL_08
PL,lubuskie,2020-05-21,95,0,3,0,PL_08
PL,lubuskie,2020-05-22,97,0,2,0,PL_08
PL,lubuskie,2020-05-23,99,0,2,0,PL_08
PL,lubuskie,2020-05-24,103,0,4,0,PL_08
PL,lubuskie,2020-05-25,108,0,5,0,PL_08
PL,lubuskie,2020-05-26,111,0,3,0,PL_08
PL,lubuskie,2020-05-27,111,0,0,0,PL_08
PL,lubuskie,2020-05-28,113,0,2,0,PL_08
PL,lubuskie,2020-05-29,114,0,1,0,PL_08
PL,lubuskie,2020-05-30,116,0,2,0,PL_08
PL,lubuskie,2020-05-31,116,0,0,0,PL_08
PL,lubuskie,2020-06-01,118,0,2,0,PL_08
PL,lubuskie,2020-06-02,120,0,2,0,PL_08
PL,lubuskie,2020-06-03,122,0,2,0,PL_08
PL,lubuskie,2020-06-04,122,0,0,0,PL_08
PL,lubuskie,2020-06-05,124,0,2,0,PL_08
PL,lubuskie,2020-06-06,124,0,0,0,PL_08
PL,lubuskie,2020-06-07,126,0,2,0,PL_08
PL,lubuskie,2020-06-08,126,0,0,0,PL_08
PL,lubuskie,2020-06-09,129,0,3,0,PL_08
PL,lubuskie,2020-06-10,129,0,0,0,PL_08
PL,lubuskie,2020-06-11,129,0,0,0,PL_08
PL,lubuskie,2020-06-12,130,0,1,0,PL_08
PL,lubuskie,2020-06-13,1,0,-129,0,PL_08
PL,lubuskie,2020-06-14,132,0,131,0,PL_08
PL,lubuskie,2020-06-15,133,0,1,0,PL_08
PL,lubuskie,2020-06-16,133,0,0,0,PL_08
PL,lubuskie,2020-06-17,149,0,16,0,PL_08
