date,match_string,total_confirmed,new_confirmed,country_code,key
2020-04-16,Amazonas,0,,VE,VE_Z
2020-04-17,Amazonas,0,0,VE,VE_Z
2020-04-18,Amazonas,0,0,VE,VE_Z
2020-04-19,Amazonas,0,0,VE,VE_Z
2020-04-20,Amazonas,0,0,VE,VE_Z
2020-04-21,Amazonas,0,0,VE,VE_Z
2020-04-22,Amazonas,0,0,VE,VE_Z
2020-04-23,Amazonas,0,0,VE,VE_Z
2020-04-24,Amazonas,0,0,VE,VE_Z
2020-04-25,Amazonas,0,0,VE,VE_Z
2020-04-26,Amazonas,0,0,VE,VE_Z
2020-04-27,Amazonas,0,0,VE,VE_Z
2020-04-28,Amazonas,0,0,VE,VE_Z
2020-04-29,Amazonas,0,0,VE,VE_Z
2020-04-30,Amazonas,0,0,VE,VE_Z
2020-05-01,Amazonas,0,0,VE,VE_Z
2020-05-02,Amazonas,0,0,VE,VE_Z
2020-05-03,Amazonas,0,0,VE,VE_Z
2020-05-04,Amazonas,0,0,VE,VE_Z
2020-05-05,Amazonas,0,0,VE,VE_Z
2020-05-06,Amazonas,0,0,VE,VE_Z
2020-05-07,Amazonas,0,0,VE,VE_Z
2020-05-08,Amazonas,0,0,VE,VE_Z
2020-05-09,Amazonas,0,0,VE,VE_Z
2020-05-09,Amazonas,0,0,VE,VE_Z
2020-05-10,Amazonas,0,0,VE,VE_Z
2020-05-11,Amazonas,4,4,VE,VE_Z
2020-05-12,Amazonas,4,0,VE,VE_Z
2020-05-13,Amazonas,4,0,VE,VE_Z
2020-05-14,Amazonas,4,0,VE,VE_Z
2020-05-15,Amazonas,7,3,VE,VE_Z
2020-05-16,Amazonas,7,0,VE,VE_Z
2020-05-17,Amazonas,8,1,VE,VE_Z
2020-05-18,Amazonas,8,0,VE,VE_Z
2020-05-19,Amazonas,9,1,VE,VE_Z
2020-05-20,Amazonas,9,0,VE,VE_Z
2020-05-21,Amazonas,13,4,VE,VE_Z
2020-05-22,Amazonas,13,0,VE,VE_Z
2020-05-23,Amazonas,14,1,VE,VE_Z
2020-05-24,Amazonas,14,0,VE,VE_Z
2020-05-25,Amazonas,14,0,VE,VE_Z
2020-05-26,Amazonas,14,0,VE,VE_Z
2020-05-27,Amazonas,14,0,VE,VE_Z
2020-05-28,Amazonas,14,0,VE,VE_Z
2020-05-29,Amazonas,14,0,VE,VE_Z
2020-05-30,Amazonas,14,0,VE,VE_Z
2020-05-31,Amazonas,14,0,VE,VE_Z
2020-06-01,Amazonas,14,0,VE,VE_Z
2020-06-02,Amazonas,14,0,VE,VE_Z
2020-06-03,Amazonas,14,0,VE,VE_Z
2020-06-04,Amazonas,14,0,VE,VE_Z
2020-06-05,Amazonas,14,0,VE,VE_Z
2020-06-06,Amazonas,14,0,VE,VE_Z
2020-06-07,Amazonas,14,0,VE,VE_Z
2020-06-08,Amazonas,14,0,VE,VE_Z
2020-06-09,Amazonas,14,0,VE,VE_Z
2020-06-10,Amazonas,14,0,VE,VE_Z
2020-06-11,Amazonas,14,0,VE,VE_Z
2020-06-12,Amazonas,14,0,VE,VE_Z
2020-06-13,Amazonas,14,0,VE,VE_Z
2020-06-14,Amazonas,15,1,VE,VE_Z
2020-06-15,Amazonas,15,0,VE,VE_Z
2020-06-16,Amazonas,15,0,VE,VE_Z
2020-06-17,Amazonas,15,0,VE,VE_Z
2020-06-18,Amazonas,15,0,VE,VE_Z
2020-06-19,Amazonas,16,1,VE,VE_Z
2020-06-20,Amazonas,16,0,VE,VE_Z
2020-06-21,Amazonas,16,0,VE,VE_Z
2020-04-16,Anzoátegui,2,,VE,VE_B
2020-04-17,Anzoátegui,2,0,VE,VE_B
2020-04-18,Anzoátegui,2,0,VE,VE_B
2020-04-19,Anzoátegui,2,0,VE,VE_B
2020-04-20,Anzoátegui,2,0,VE,VE_B
2020-04-21,Anzoátegui,2,0,VE,VE_B
2020-04-22,Anzoátegui,2,0,VE,VE_B
2020-04-23,Anzoátegui,2,0,VE,VE_B
2020-04-24,Anzoátegui,2,0,VE,VE_B
2020-04-25,Anzoátegui,2,0,VE,VE_B
2020-04-26,Anzoátegui,2,0,VE,VE_B
2020-04-27,Anzoátegui,2,0,VE,VE_B
2020-04-28,Anzoátegui,3,1,VE,VE_B
2020-04-29,Anzoátegui,3,0,VE,VE_B
2020-04-30,Anzoátegui,3,0,VE,VE_B
2020-05-01,Anzoátegui,3,0,VE,VE_B
2020-05-02,Anzoátegui,3,0,VE,VE_B
2020-05-03,Anzoátegui,3,0,VE,VE_B
2020-05-04,Anzoátegui,3,0,VE,VE_B
2020-05-05,Anzoátegui,4,1,VE,VE_B
2020-05-06,Anzoátegui,4,0,VE,VE_B
2020-05-07,Anzoátegui,4,0,VE,VE_B
2020-05-08,Anzoátegui,4,0,VE,VE_B
2020-05-09,Anzoátegui,4,0,VE,VE_B
2020-05-09,Anzoátegui,4,0,VE,VE_B
2020-05-10,Anzoátegui,4,0,VE,VE_B
2020-05-11,Anzoátegui,4,0,VE,VE_B
2020-05-12,Anzoátegui,4,0,VE,VE_B
2020-05-13,Anzoátegui,4,0,VE,VE_B
2020-05-14,Anzoátegui,4,0,VE,VE_B
2020-05-15,Anzoátegui,4,0,VE,VE_B
2020-05-16,Anzoátegui,4,0,VE,VE_B
2020-05-17,Anzoátegui,5,1,VE,VE_B
2020-05-18,Anzoátegui,5,0,VE,VE_B
2020-05-19,Anzoátegui,5,0,VE,VE_B
2020-05-20,Anzoátegui,5,0,VE,VE_B
2020-05-21,Anzoátegui,5,0,VE,VE_B
2020-05-22,Anzoátegui,5,0,VE,VE_B
2020-05-23,Anzoátegui,5,0,VE,VE_B
2020-05-24,Anzoátegui,5,0,VE,VE_B
2020-05-25,Anzoátegui,5,0,VE,VE_B
2020-05-26,Anzoátegui,8,3,VE,VE_B
2020-05-27,Anzoátegui,8,0,VE,VE_B
2020-05-28,Anzoátegui,8,0,VE,VE_B
2020-05-29,Anzoátegui,8,0,VE,VE_B
2020-05-30,Anzoátegui,8,0,VE,VE_B
2020-05-31,Anzoátegui,9,1,VE,VE_B
2020-06-01,Anzoátegui,9,0,VE,VE_B
2020-06-02,Anzoátegui,9,0,VE,VE_B
2020-06-03,Anzoátegui,10,1,VE,VE_B
2020-06-04,Anzoátegui,10,0,VE,VE_B
2020-06-05,Anzoátegui,10,0,VE,VE_B
2020-06-06,Anzoátegui,10,0,VE,VE_B
2020-06-07,Anzoátegui,20,10,VE,VE_B
2020-06-08,Anzoátegui,20,0,VE,VE_B
2020-06-09,Anzoátegui,20,0,VE,VE_B
2020-06-10,Anzoátegui,20,0,VE,VE_B
2020-06-11,Anzoátegui,20,0,VE,VE_B
2020-06-12,Anzoátegui,20,0,VE,VE_B
2020-06-13,Anzoátegui,20,0,VE,VE_B
2020-06-14,Anzoátegui,20,0,VE,VE_B
2020-06-15,Anzoátegui,20,0,VE,VE_B
2020-06-16,Anzoátegui,20,0,VE,VE_B
2020-06-17,Anzoátegui,20,0,VE,VE_B
2020-06-18,Anzoátegui,20,0,VE,VE_B
2020-06-19,Anzoátegui,21,1,VE,VE_B
2020-06-20,Anzoátegui,21,0,VE,VE_B
2020-06-21,Anzoátegui,21,0,VE,VE_B
2020-04-16,Apure,1,,VE,VE_C
2020-04-17,Apure,1,0,VE,VE_C
2020-04-18,Apure,1,0,VE,VE_C
2020-04-19,Apure,1,0,VE,VE_C
2020-04-20,Apure,1,0,VE,VE_C
2020-04-21,Apure,1,0,VE,VE_C
2020-04-22,Apure,1,0,VE,VE_C
2020-04-23,Apure,1,0,VE,VE_C
2020-04-24,Apure,1,0,VE,VE_C
2020-04-25,Apure,1,0,VE,VE_C
2020-04-26,Apure,1,0,VE,VE_C
2020-04-27,Apure,1,0,VE,VE_C
2020-04-28,Apure,1,0,VE,VE_C
2020-04-29,Apure,1,0,VE,VE_C
2020-04-30,Apure,1,0,VE,VE_C
2020-05-01,Apure,2,1,VE,VE_C
2020-05-02,Apure,2,0,VE,VE_C
2020-05-03,Apure,2,0,VE,VE_C
2020-05-04,Apure,2,0,VE,VE_C
2020-05-05,Apure,3,1,VE,VE_C
2020-05-06,Apure,3,0,VE,VE_C
2020-05-07,Apure,3,0,VE,VE_C
2020-05-08,Apure,3,0,VE,VE_C
2020-05-09,Apure,3,0,VE,VE_C
2020-05-09,Apure,3,0,VE,VE_C
2020-05-10,Apure,6,3,VE,VE_C
2020-05-11,Apure,6,0,VE,VE_C
2020-05-12,Apure,6,0,VE,VE_C
2020-05-13,Apure,6,0,VE,VE_C
2020-05-14,Apure,6,0,VE,VE_C
2020-05-15,Apure,6,0,VE,VE_C
2020-05-16,Apure,6,0,VE,VE_C
2020-05-17,Apure,6,0,VE,VE_C
2020-05-18,Apure,10,4,VE,VE_C
2020-05-19,Apure,10,0,VE,VE_C
2020-05-20,Apure,20,10,VE,VE_C
2020-05-21,Apure,55,35,VE,VE_C
2020-05-22,Apure,55,0,VE,VE_C
2020-05-23,Apure,72,17,VE,VE_C
2020-05-24,Apure,73,1,VE,VE_C
2020-05-25,Apure,142,69,VE,VE_C
2020-05-26,Apure,157,15,VE,VE_C
2020-05-27,Apure,157,0,VE,VE_C
2020-05-28,Apure,183,26,VE,VE_C
2020-05-29,Apure,254,71,VE,VE_C
2020-05-30,Apure,255,1,VE,VE_C
2020-05-31,Apure,256,1,VE,VE_C
2020-06-01,Apure,259,3,VE,VE_C
2020-06-02,Apure,348,89,VE,VE_C
2020-06-03,Apure,452,104,VE,VE_C
2020-06-04,Apure,472,20,VE,VE_C
2020-06-05,Apure,475,3,VE,VE_C
2020-06-06,Apure,492,17,VE,VE_C
2020-06-07,Apure,493,1,VE,VE_C
2020-06-08,Apure,495,2,VE,VE_C
2020-06-09,Apure,556,61,VE,VE_C
2020-06-10,Apure,682,126,VE,VE_C
2020-06-11,Apure,757,75,VE,VE_C
2020-06-12,Apure,757,0,VE,VE_C
2020-06-13,Apure,775,18,VE,VE_C
2020-06-14,Apure,775,0,VE,VE_C
2020-06-15,Apure,812,37,VE,VE_C
2020-06-16,Apure,825,13,VE,VE_C
2020-06-17,Apure,842,17,VE,VE_C
2020-06-18,Apure,842,0,VE,VE_C
2020-06-19,Apure,856,14,VE,VE_C
2020-06-20,Apure,891,35,VE,VE_C
2020-06-21,Apure,944,53,VE,VE_C
2020-04-16,Aragua,29,,VE,VE_D
2020-04-17,Aragua,29,0,VE,VE_D
2020-04-18,Aragua,29,0,VE,VE_D
2020-04-19,Aragua,29,0,VE,VE_D
2020-04-20,Aragua,29,0,VE,VE_D
2020-04-21,Aragua,29,0,VE,VE_D
2020-04-22,Aragua,29,0,VE,VE_D
2020-04-23,Aragua,29,0,VE,VE_D
2020-04-24,Aragua,29,0,VE,VE_D
2020-04-25,Aragua,29,0,VE,VE_D
2020-04-26,Aragua,29,0,VE,VE_D
2020-04-27,Aragua,30,1,VE,VE_D
2020-04-28,Aragua,30,0,VE,VE_D
2020-04-29,Aragua,30,0,VE,VE_D
2020-04-30,Aragua,30,0,VE,VE_D
2020-05-01,Aragua,31,1,VE,VE_D
2020-05-02,Aragua,31,0,VE,VE_D
2020-05-03,Aragua,31,0,VE,VE_D
2020-05-04,Aragua,34,3,VE,VE_D
2020-05-05,Aragua,34,0,VE,VE_D
2020-05-06,Aragua,34,0,VE,VE_D
2020-05-07,Aragua,34,0,VE,VE_D
2020-05-08,Aragua,34,0,VE,VE_D
2020-05-09,Aragua,34,0,VE,VE_D
2020-05-09,Aragua,34,0,VE,VE_D
2020-05-10,Aragua,36,2,VE,VE_D
2020-05-11,Aragua,36,0,VE,VE_D
2020-05-12,Aragua,39,3,VE,VE_D
2020-05-13,Aragua,40,1,VE,VE_D
2020-05-14,Aragua,47,7,VE,VE_D
2020-05-15,Aragua,47,0,VE,VE_D
2020-05-16,Aragua,47,0,VE,VE_D
2020-05-17,Aragua,47,0,VE,VE_D
2020-05-18,Aragua,47,0,VE,VE_D
2020-05-19,Aragua,48,1,VE,VE_D
2020-05-20,Aragua,49,1,VE,VE_D
2020-05-21,Aragua,51,2,VE,VE_D
2020-05-22,Aragua,51,0,VE,VE_D
2020-05-23,Aragua,51,0,VE,VE_D
2020-05-24,Aragua,51,0,VE,VE_D
2020-05-25,Aragua,51,0,VE,VE_D
2020-05-26,Aragua,61,10,VE,VE_D
2020-05-27,Aragua,62,1,VE,VE_D
2020-05-28,Aragua,62,0,VE,VE_D
2020-05-29,Aragua,62,0,VE,VE_D
2020-05-30,Aragua,72,10,VE,VE_D
2020-05-31,Aragua,74,2,VE,VE_D
2020-06-01,Aragua,78,4,VE,VE_D
2020-06-02,Aragua,80,2,VE,VE_D
2020-06-03,Aragua,80,0,VE,VE_D
2020-06-04,Aragua,102,22,VE,VE_D
2020-06-05,Aragua,102,0,VE,VE_D
2020-06-06,Aragua,103,1,VE,VE_D
2020-06-07,Aragua,103,0,VE,VE_D
2020-06-08,Aragua,103,0,VE,VE_D
2020-06-09,Aragua,103,0,VE,VE_D
2020-06-10,Aragua,106,3,VE,VE_D
2020-06-11,Aragua,106,0,VE,VE_D
2020-06-12,Aragua,106,0,VE,VE_D
2020-06-13,Aragua,106,0,VE,VE_D
2020-06-14,Aragua,106,0,VE,VE_D
2020-06-15,Aragua,107,1,VE,VE_D
2020-06-16,Aragua,109,2,VE,VE_D
2020-06-17,Aragua,110,1,VE,VE_D
2020-06-18,Aragua,146,36,VE,VE_D
2020-06-19,Aragua,149,3,VE,VE_D
2020-06-20,Aragua,150,1,VE,VE_D
2020-06-21,Aragua,150,0,VE,VE_D
2020-04-16,Barinas,6,,VE,VE_E
2020-04-17,Barinas,6,0,VE,VE_E
2020-04-18,Barinas,7,1,VE,VE_E
2020-04-19,Barinas,7,0,VE,VE_E
2020-04-20,Barinas,7,0,VE,VE_E
2020-04-21,Barinas,7,0,VE,VE_E
2020-04-22,Barinas,7,0,VE,VE_E
2020-04-23,Barinas,7,0,VE,VE_E
2020-04-24,Barinas,7,0,VE,VE_E
2020-04-25,Barinas,7,0,VE,VE_E
2020-04-26,Barinas,7,0,VE,VE_E
2020-04-27,Barinas,7,0,VE,VE_E
2020-04-28,Barinas,7,0,VE,VE_E
2020-04-29,Barinas,7,0,VE,VE_E
2020-04-30,Barinas,7,0,VE,VE_E
2020-05-01,Barinas,7,0,VE,VE_E
2020-05-02,Barinas,7,0,VE,VE_E
2020-05-03,Barinas,7,0,VE,VE_E
2020-05-04,Barinas,7,0,VE,VE_E
2020-05-05,Barinas,7,0,VE,VE_E
2020-05-06,Barinas,7,0,VE,VE_E
2020-05-07,Barinas,7,0,VE,VE_E
2020-05-08,Barinas,7,0,VE,VE_E
2020-05-09,Barinas,7,0,VE,VE_E
2020-05-09,Barinas,7,0,VE,VE_E
2020-05-10,Barinas,7,0,VE,VE_E
2020-05-11,Barinas,7,0,VE,VE_E
2020-05-12,Barinas,7,0,VE,VE_E
2020-05-13,Barinas,7,0,VE,VE_E
2020-05-14,Barinas,7,0,VE,VE_E
2020-05-15,Barinas,7,0,VE,VE_E
2020-05-16,Barinas,8,1,VE,VE_E
2020-05-17,Barinas,11,3,VE,VE_E
2020-05-18,Barinas,11,0,VE,VE_E
2020-05-19,Barinas,11,0,VE,VE_E
2020-05-20,Barinas,12,1,VE,VE_E
2020-05-21,Barinas,12,0,VE,VE_E
2020-05-22,Barinas,20,8,VE,VE_E
2020-05-23,Barinas,20,0,VE,VE_E
2020-05-24,Barinas,20,0,VE,VE_E
2020-05-25,Barinas,20,0,VE,VE_E
2020-05-26,Barinas,22,2,VE,VE_E
2020-05-27,Barinas,22,0,VE,VE_E
2020-05-28,Barinas,22,0,VE,VE_E
2020-05-29,Barinas,22,0,VE,VE_E
2020-05-30,Barinas,22,0,VE,VE_E
2020-05-31,Barinas,22,0,VE,VE_E
2020-06-01,Barinas,22,0,VE,VE_E
2020-06-02,Barinas,22,0,VE,VE_E
2020-06-03,Barinas,22,0,VE,VE_E
2020-06-04,Barinas,23,1,VE,VE_E
2020-06-05,Barinas,23,0,VE,VE_E
2020-06-06,Barinas,23,0,VE,VE_E
2020-06-07,Barinas,23,0,VE,VE_E
2020-06-08,Barinas,23,0,VE,VE_E
2020-06-09,Barinas,23,0,VE,VE_E
2020-06-10,Barinas,23,0,VE,VE_E
2020-06-11,Barinas,23,0,VE,VE_E
2020-06-12,Barinas,23,0,VE,VE_E
2020-06-13,Barinas,23,0,VE,VE_E
2020-06-14,Barinas,23,0,VE,VE_E
2020-06-15,Barinas,23,0,VE,VE_E
2020-06-16,Barinas,29,6,VE,VE_E
2020-06-17,Barinas,29,0,VE,VE_E
2020-06-18,Barinas,29,0,VE,VE_E
2020-06-19,Barinas,29,0,VE,VE_E
2020-06-20,Barinas,29,0,VE,VE_E
2020-06-21,Barinas,29,0,VE,VE_E
2020-04-16,Bolívar,2,,VE,VE_F
2020-04-17,Bolívar,2,0,VE,VE_F
2020-04-18,Bolívar,2,0,VE,VE_F
2020-04-19,Bolívar,2,0,VE,VE_F
2020-04-20,Bolívar,2,0,VE,VE_F
2020-04-21,Bolívar,2,0,VE,VE_F
2020-04-22,Bolívar,2,0,VE,VE_F
2020-04-23,Bolívar,2,0,VE,VE_F
2020-04-24,Bolívar,2,0,VE,VE_F
2020-04-25,Bolívar,2,0,VE,VE_F
2020-04-26,Bolívar,2,0,VE,VE_F
2020-04-27,Bolívar,2,0,VE,VE_F
2020-04-28,Bolívar,3,1,VE,VE_F
2020-04-29,Bolívar,3,0,VE,VE_F
2020-04-30,Bolívar,3,0,VE,VE_F
2020-05-01,Bolívar,3,0,VE,VE_F
2020-05-02,Bolívar,3,0,VE,VE_F
2020-05-03,Bolívar,3,0,VE,VE_F
2020-05-04,Bolívar,3,0,VE,VE_F
2020-05-05,Bolívar,3,0,VE,VE_F
2020-05-06,Bolívar,5,2,VE,VE_F
2020-05-07,Bolívar,9,4,VE,VE_F
2020-05-08,Bolívar,11,2,VE,VE_F
2020-05-09,Bolívar,12,1,VE,VE_F
2020-05-09,Bolívar,12,0,VE,VE_F
2020-05-10,Bolívar,12,0,VE,VE_F
2020-05-11,Bolívar,13,1,VE,VE_F
2020-05-12,Bolívar,13,0,VE,VE_F
2020-05-13,Bolívar,13,0,VE,VE_F
2020-05-14,Bolívar,13,0,VE,VE_F
2020-05-15,Bolívar,16,3,VE,VE_F
2020-05-16,Bolívar,16,0,VE,VE_F
2020-05-17,Bolívar,16,0,VE,VE_F
2020-05-18,Bolívar,16,0,VE,VE_F
2020-05-19,Bolívar,24,8,VE,VE_F
2020-05-20,Bolívar,47,23,VE,VE_F
2020-05-21,Bolívar,52,5,VE,VE_F
2020-05-22,Bolívar,78,26,VE,VE_F
2020-05-23,Bolívar,84,6,VE,VE_F
2020-05-24,Bolívar,113,29,VE,VE_F
2020-05-25,Bolívar,114,1,VE,VE_F
2020-05-26,Bolívar,124,10,VE,VE_F
2020-05-27,Bolívar,146,22,VE,VE_F
2020-05-28,Bolívar,146,0,VE,VE_F
2020-05-29,Bolívar,146,0,VE,VE_F
2020-05-30,Bolívar,146,0,VE,VE_F
2020-05-31,Bolívar,169,23,VE,VE_F
2020-06-01,Bolívar,188,19,VE,VE_F
2020-06-02,Bolívar,202,14,VE,VE_F
2020-06-03,Bolívar,203,1,VE,VE_F
2020-06-04,Bolívar,219,16,VE,VE_F
2020-06-05,Bolívar,298,79,VE,VE_F
2020-06-06,Bolívar,300,2,VE,VE_F
2020-06-07,Bolívar,300,0,VE,VE_F
2020-06-08,Bolívar,300,0,VE,VE_F
2020-06-09,Bolívar,300,0,VE,VE_F
2020-06-10,Bolívar,300,0,VE,VE_F
2020-06-11,Bolívar,300,0,VE,VE_F
2020-06-12,Bolívar,333,33,VE,VE_F
2020-06-13,Bolívar,362,29,VE,VE_F
2020-06-14,Bolívar,362,0,VE,VE_F
2020-06-15,Bolívar,381,19,VE,VE_F
2020-06-16,Bolívar,418,37,VE,VE_F
2020-06-17,Bolívar,427,9,VE,VE_F
2020-06-18,Bolívar,449,22,VE,VE_F
2020-06-19,Bolívar,463,14,VE,VE_F
2020-06-20,Bolívar,481,18,VE,VE_F
2020-06-21,Bolívar,484,3,VE,VE_F
2020-04-16,Carabobo,0,,VE,VE_G
2020-04-17,Carabobo,0,0,VE,VE_G
2020-04-18,Carabobo,0,0,VE,VE_G
2020-04-19,Carabobo,0,0,VE,VE_G
2020-04-20,Carabobo,0,0,VE,VE_G
2020-04-21,Carabobo,0,0,VE,VE_G
2020-04-22,Carabobo,0,0,VE,VE_G
2020-04-23,Carabobo,0,0,VE,VE_G
2020-04-24,Carabobo,0,0,VE,VE_G
2020-04-25,Carabobo,0,0,VE,VE_G
2020-04-26,Carabobo,0,0,VE,VE_G
2020-04-27,Carabobo,0,0,VE,VE_G
2020-04-28,Carabobo,0,0,VE,VE_G
2020-04-29,Carabobo,0,0,VE,VE_G
2020-04-30,Carabobo,0,0,VE,VE_G
2020-05-01,Carabobo,0,0,VE,VE_G
2020-05-02,Carabobo,0,0,VE,VE_G
2020-05-03,Carabobo,0,0,VE,VE_G
2020-05-04,Carabobo,0,0,VE,VE_G
2020-05-05,Carabobo,0,0,VE,VE_G
2020-05-06,Carabobo,0,0,VE,VE_G
2020-05-07,Carabobo,0,0,VE,VE_G
2020-05-08,Carabobo,0,0,VE,VE_G
2020-05-09,Carabobo,0,0,VE,VE_G
2020-05-09,Carabobo,0,0,VE,VE_G
2020-05-10,Carabobo,0,0,VE,VE_G
2020-05-11,Carabobo,0,0,VE,VE_G
2020-05-12,Carabobo,0,0,VE,VE_G
2020-05-13,Carabobo,0,0,VE,VE_G
2020-05-14,Carabobo,0,0,VE,VE_G
2020-05-15,Carabobo,0,0,VE,VE_G
2020-05-16,Carabobo,1,1,VE,VE_G
2020-05-17,Carabobo,1,0,VE,VE_G
2020-05-18,Carabobo,1,0,VE,VE_G
2020-05-19,Carabobo,1,0,VE,VE_G
2020-05-20,Carabobo,1,0,VE,VE_G
2020-05-21,Carabobo,1,0,VE,VE_G
2020-05-22,Carabobo,1,0,VE,VE_G
2020-05-23,Carabobo,1,0,VE,VE_G
2020-05-24,Carabobo,1,0,VE,VE_G
2020-05-25,Carabobo,1,0,VE,VE_G
2020-05-26,Carabobo,6,5,VE,VE_G
2020-05-27,Carabobo,6,0,VE,VE_G
2020-05-28,Carabobo,6,0,VE,VE_G
2020-05-29,Carabobo,6,0,VE,VE_G
2020-05-30,Carabobo,6,0,VE,VE_G
2020-05-31,Carabobo,6,0,VE,VE_G
2020-06-01,Carabobo,6,0,VE,VE_G
2020-06-02,Carabobo,7,1,VE,VE_G
2020-06-03,Carabobo,7,0,VE,VE_G
2020-06-04,Carabobo,7,0,VE,VE_G
2020-06-05,Carabobo,7,0,VE,VE_G
2020-06-06,Carabobo,7,0,VE,VE_G
2020-06-07,Carabobo,7,0,VE,VE_G
2020-06-08,Carabobo,7,0,VE,VE_G
2020-06-09,Carabobo,7,0,VE,VE_G
2020-06-10,Carabobo,7,0,VE,VE_G
2020-06-11,Carabobo,7,0,VE,VE_G
2020-06-12,Carabobo,7,0,VE,VE_G
2020-06-13,Carabobo,7,0,VE,VE_G
2020-06-14,Carabobo,7,0,VE,VE_G
2020-06-15,Carabobo,7,0,VE,VE_G
2020-06-16,Carabobo,7,0,VE,VE_G
2020-06-17,Carabobo,7,0,VE,VE_G
2020-06-18,Carabobo,9,2,VE,VE_G
2020-06-19,Carabobo,16,7,VE,VE_G
2020-06-20,Carabobo,19,3,VE,VE_G
2020-06-21,Carabobo,19,0,VE,VE_G
2020-04-16,Cojedes,1,,VE,VE_H
2020-04-17,Cojedes,1,0,VE,VE_H
2020-04-18,Cojedes,1,0,VE,VE_H
2020-04-19,Cojedes,1,0,VE,VE_H
2020-04-20,Cojedes,1,0,VE,VE_H
2020-04-21,Cojedes,1,0,VE,VE_H
2020-04-22,Cojedes,1,0,VE,VE_H
2020-04-23,Cojedes,1,0,VE,VE_H
2020-04-24,Cojedes,1,0,VE,VE_H
2020-04-25,Cojedes,1,0,VE,VE_H
2020-04-26,Cojedes,1,0,VE,VE_H
2020-04-27,Cojedes,1,0,VE,VE_H
2020-04-28,Cojedes,1,0,VE,VE_H
2020-04-29,Cojedes,1,0,VE,VE_H
2020-04-30,Cojedes,1,0,VE,VE_H
2020-05-01,Cojedes,1,0,VE,VE_H
2020-05-02,Cojedes,1,0,VE,VE_H
2020-05-03,Cojedes,1,0,VE,VE_H
2020-05-04,Cojedes,1,0,VE,VE_H
2020-05-05,Cojedes,1,0,VE,VE_H
2020-05-06,Cojedes,1,0,VE,VE_H
2020-05-07,Cojedes,1,0,VE,VE_H
2020-05-08,Cojedes,1,0,VE,VE_H
2020-05-09,Cojedes,1,0,VE,VE_H
2020-05-09,Cojedes,1,0,VE,VE_H
2020-05-10,Cojedes,1,0,VE,VE_H
2020-05-11,Cojedes,1,0,VE,VE_H
2020-05-12,Cojedes,1,0,VE,VE_H
2020-05-13,Cojedes,1,0,VE,VE_H
2020-05-14,Cojedes,1,0,VE,VE_H
2020-05-15,Cojedes,1,0,VE,VE_H
2020-05-16,Cojedes,1,0,VE,VE_H
2020-05-17,Cojedes,1,0,VE,VE_H
2020-05-18,Cojedes,1,0,VE,VE_H
2020-05-19,Cojedes,1,0,VE,VE_H
2020-05-20,Cojedes,1,0,VE,VE_H
2020-05-21,Cojedes,1,0,VE,VE_H
2020-05-22,Cojedes,3,2,VE,VE_H
2020-05-23,Cojedes,3,0,VE,VE_H
2020-05-24,Cojedes,3,0,VE,VE_H
2020-05-25,Cojedes,3,0,VE,VE_H
2020-05-26,Cojedes,4,1,VE,VE_H
2020-05-27,Cojedes,4,0,VE,VE_H
2020-05-28,Cojedes,4,0,VE,VE_H
2020-05-29,Cojedes,4,0,VE,VE_H
2020-05-30,Cojedes,4,0,VE,VE_H
2020-05-31,Cojedes,4,0,VE,VE_H
2020-06-01,Cojedes,6,2,VE,VE_H
2020-06-02,Cojedes,6,0,VE,VE_H
2020-06-03,Cojedes,6,0,VE,VE_H
2020-06-04,Cojedes,6,0,VE,VE_H
2020-06-05,Cojedes,6,0,VE,VE_H
