Province,Cases,Deaths,Recoveries,Active Cases,Date
Faryab Province,68,5,5,,2020-05-24
Ghazni Province,211,14,27,,2020-05-24
Ghor Province,48,0,10,,2020-05-24
Helmand Province,45,0,20,,2020-05-24
Herat Province,"1,711",35,203,,2020-05-24
Jowzjan Province,120,6,2,,2020-05-24
Kabul Province,"3,784",29,303,,2020-05-24
Kandahar Province,636,16,43,,2020-05-24
Kapisa Province,51,0,19,,2020-05-24
Khost Province,58,3,5,,2020-05-24
Kunar Province,130,3,14,,2020-05-24
Kunduz Province,116,4,33,,2020-05-24
Laghman Province,180,3,34,,2020-05-24
Logar Province,154,7,21,,2020-05-24
Nangarhar Province,580,21,23,,2020-05-24
Nimruz Province,63,1,30,,2020-05-24
Nuristan Province,4,0,0,,2020-05-24
Paktia Province,384,6,72,,2020-05-24
Paktika Province,77,1,1,,2020-05-24
Panjshir Province,114,6,25,,2020-05-24
Parwan Province,102,5,4,,2020-05-24
Samangan Province,178,2,8,,2020-05-24
Sar-e Pol Province,73,1,4,,2020-05-24
Takhar Province,258,24,8,,2020-05-24
Urozgan Province,5,0,1,,2020-05-24
Wardak Province,153,2,29,,2020-05-24
Zabul Province,38,1,10,,2020-05-24
Badakhshan Province,17,0,1,,2020-05-22
Badghis Province,107,0,4,,2020-05-22
Baghlan Province,194,7,31,,2020-05-22
Balkh Province,996,29,27,,2020-05-22
Bamyan Province,37,1,10,,2020-05-22
Daykundi Province,27,1,10,,2020-05-22
Farah Province,60,0,12,,2020-05-22
Faryab Province,54,5,5,,2020-05-22
Ghazni Province,164,13,21,,2020-05-22
Ghor Province,44,0,2,,2020-05-22
Helmand Province,45,0,20,,2020-05-22
Herat Province,"1,461",26,203,,2020-05-22
Jowzjan Province,118,6,2,,2020-05-22
Kabul Province,"3,083",29,298,,2020-05-22
Kandahar Province,636,16,43,,2020-05-22
Kapisa Province,40,0,19,,2020-05-22
Khost Province,58,3,5,,2020-05-22
Kunar Province,116,3,8,,2020-05-22
Kunduz Province,87,3,29,,2020-05-22
Laghman Province,173,3,22,,2020-05-22
Logar Province,139,7,21,,2020-05-22
Nangarhar Province,513,20,12,,2020-05-22
Nimruz Province,63,1,30,,2020-05-22
Nuristan Province,4,0,0,,2020-05-22
Paktia Province,356,6,64,,2020-05-22
Paktika Province,65,1,1,,2020-05-22
Panjshir Province,114,6,25,,2020-05-22
Parwan Province,94,5,4,,2020-05-22
Samangan Province,157,2,8,,2020-05-22
Sar-e Pol Province,73,1,4,,2020-05-22
Takhar Province,233,24,8,,2020-05-22
Urozgan Province,5,0,1,,2020-05-22
Wardak Province,145,2,9,,2020-05-22
Zabul Province,38,1,10,,2020-05-22
Badakhshan Province,17,0,1,,2020-05-19
Badghis Province,106,0,3,,2020-05-19
Baghlan Province,141,7,7,,2020-05-19
Balkh Province,589,24,35,,2020-05-19
Bamyan Province,37,1,10,,2020-05-19
Daykundi Province,22,1,8,,2020-05-19
Farah Province,39,0,12,,2020-05-19
Faryab Province,51,3,5,,2020-05-19
Ghazni Province,149,11,19,,2020-05-19
Ghor Province,44,0,2,,2020-05-19
Helmand Province,45,0,20,,2020-05-19
Herat Province,"1,286",24,193,,2020-05-19
Jowzjan Province,102,5,2,,2020-05-19
Kabul Province,"2,231",25,284,,2020-05-19
Kandahar Province,636,15,43,,2020-05-19
Kapisa Province,34,0,2,,2020-05-19
Khost Province,46,3,4,,2020-05-19
Kunar Province,91,2,3,,2020-05-19
Kunduz Province,80,3,26,,2020-05-19
Laghman Province,153,3,17,,2020-05-19
Logar Province,132,6,21,,2020-05-19
Nangarhar Province,444,16,12,,2020-05-19
Nimruz Province,63,1,30,,2020-05-19
Nuristan Province,4,0,0,,2020-05-19
Paktia Province,337,5,52,,2020-05-19
Paktika Province,53,1,1,,2020-05-19
Panjshir Province,97,4,13,,2020-05-19
Parwan Province,72,4,1,,2020-05-19
Samangan Province,157,2,8,,2020-05-19
Sar-e Pol Province,54,1,2,,2020-05-19
Takhar Province,182,8,8,,2020-05-19
Urozgan Province,5,0,1,,2020-05-19
Wardak Province,116,2,8,,2020-05-19
Zabul Province,38,1,7,,2020-05-19
Badakhshan Province,16,0,1,,2020-05-18
Badghis Province,93,0,3,,2020-05-18
Baghlan Province,136,7,7,,2020-05-18
Balkh Province,534,24,19,,2020-05-18
Bamyan Province,37,1,9,,2020-05-18
Daykundi Province,21,1,8,,2020-05-18
Farah Province,39,0,12,,2020-05-18
Faryab Province,51,3,5,,2020-05-18
Ghazni Province,128,11,19,,2020-05-18
Ghor Province,44,0,2,,2020-05-18
Helmand Province,45,0,20,,2020-05-18
Herat Province,"1,248",24,193,,2020-05-18
Jowzjan Province,102,5,2,,2020-05-18
Kabul Province,"2,066",25,261,,2020-05-18
Kandahar Province,636,15,43,,2020-05-18
Kapisa Province,34,0,2,,2020-05-18
Khost Province,44,3,4,,2020-05-18
Kunar Province,75,2,3,,2020-05-18
Kunduz Province,76,3,26,,2020-05-18
Laghman Province,123,2,16,,2020-05-18
Logar Province,132,5,11,,2020-05-18
Nangarhar Province,310,16,12,,2020-05-18
Nimruz Province,68,1,30,,2020-05-18
Nuristan Province,4,0,0,,2020-05-18
Paktia Province,308,5,50,,2020-05-18
Paktika Province,50,1,1,,2020-05-18
Panjshir Province,88,3,13,,2020-05-18
Parwan Province,68,4,1,,2020-05-18
Samangan Province,134,1,8,,2020-05-18
Sar-e Pol Province,39,1,0,,2020-05-18
Takhar Province,170,8,8,,2020-05-18
Urozgan Province,5,0,1,,2020-05-18
Wardak Province,115,2,4,,2020-05-18
Zabul Province,38,–,7,,2020-05-18
Badakhshan Province,16,0,1,,2020-05-17
Badghis Province,93,0,3,,2020-05-17
Baghlan Province,130,7,7,,2020-05-17
Balkh Province,503,22,17,,2020-05-17
Bamyan Province,37,1,9,,2020-05-17
Daykundi Province,16,1,8,,2020-05-17
Farah Province,39,0,12,,2020-05-17
Faryab Province,51,3,5,,2020-05-17
Ghazni Province,128,11,19,,2020-05-17
Ghor Province,39,0,2,,2020-05-17
Helmand Province,45,0,20,,2020-05-17
Herat Province,"1,153",24,183,,2020-05-17
Jowzjan Province,102,5,2,,2020-05-17
Kabul Province,"1,904",25,261,,2020-05-17
Kandahar Province,636,15,43,,2020-05-17
Kapisa Province,32,0,2,,2020-05-17
Khost Province,35,1,4,,2020-05-17
Kunar Province,71,2,3,,2020-05-17
Kunduz Province,73,3,26,,2020-05-17
Laghman Province,122,2,16,,2020-05-17
Logar Province,125,5,11,,2020-05-17
Nangarhar Province,310,16,12,,2020-05-17
Nimruz Province,68,1,30,,2020-05-17
Nuristan Province,4,0,0,,2020-05-17
Paktia Province,293,5,45,,2020-05-17
Paktika Province,46,1,1,,2020-05-17
Panjshir Province,85,3,13,,2020-05-17
Parwan Province,50,4,1,,2020-05-17
Samangan Province,134,1,8,,2020-05-17
Sar-e Pol Province,39,1,0,,2020-05-17
Takhar Province,150,8,8,,2020-05-17
Urozgan Province,5,0,1,,2020-05-17
Wardak Province,107,2,4,,2020-05-17
Zabul Province,38,–,7,,2020-05-17
Badakhshan Province,16,0,1,,2020-05-16
Badghis Province,85,0,3,,2020-05-16
Baghlan Province,124,7,7,,2020-05-16
Balkh Province,492,22,12,,2020-05-16
Bamyan Province,37,1,9,,2020-05-16
Daykundi Province,16,1,8,,2020-05-16
Farah Province,39,0,12,,2020-05-16
Faryab Province,43,3,5,,2020-05-16
Ghazni Province,128,11,19,,2020-05-16
Ghor Province,39,0,2,,2020-05-16
Helmand Province,45,0,20,,2020-05-16
Herat Province,"1,096",24,183,,2020-05-16
Jowzjan Province,93,4,2,,2020-05-16
Kabul Province,"1,844",25,261,,2020-05-16
Kandahar Province,636,15,43,,2020-05-16
Kapisa Province,24,0,2,,2020-05-16
Khost Province,14,1,4,,2020-05-16
Kunar Province,71,2,3,,2020-05-16
Kunduz Province,73,3,26,,2020-05-16
Laghman Province,122,2,16,,2020-05-16
Logar Province,111,5,11,,2020-05-16
Nangarhar Province,310,16,12,,2020-05-16
Nimruz Province,68,1,30,,2020-05-16
Nuristan Province,4,0,0,,2020-05-16
Paktia Province,283,5,44,,2020-05-16
Paktika Province,38,1,1,,2020-05-16
Panjshir Province,85,3,13,,2020-05-16
Parwan Province,40,4,1,,2020-05-16
Samangan Province,112,1,8,,2020-05-16
Sar-e Pol Province,39,1,0,,2020-05-16
Takhar Province,140,8,8,,2020-05-16
Urozgan Province,5,0,1,,2020-05-16
Wardak Province,97,2,4,,2020-05-16
Zabul Province,38,–,7,,2020-05-16
Badakhshan Province,16,0,1,,2020-05-15
Badghis Province,80,0,2,,2020-05-15
Baghlan Province,113,3,4,,2020-05-15
Balkh Province,461,22,12,,2020-05-15
Bamyan Province,36,1,9,,2020-05-15
Daykundi Province,16,1,8,,2020-05-15
Farah Province,39,0,12,,2020-05-15
Faryab Province,43,3,4,,2020-05-15
Ghazni Province,128,7,12,,2020-05-15
Ghor Province,39,0,2,,2020-05-15
Helmand Province,45,0,17,,2020-05-15
Herat Province,"1,067",22,183,,2020-05-15
Jowzjan Province,88,4,2,,2020-05-15
Kabul Province,"1,718",19,206,,2020-05-15
Kandahar Province,626,15,43,,2020-05-15
Kapisa Province,24,0,2,,2020-05-15
Khost Province,14,1,0,,2020-05-15
Kunar Province,71,2,3,,2020-05-15
Kunduz Province,70,2,26,,2020-05-15
Laghman Province,114,2,16,,2020-05-15
Logar Province,101,5,11,,2020-05-15
Nangarhar Province,273,15,12,,2020-05-15
Nimruz Province,63,1,30,,2020-05-15
Nuristan Province,4,0,0,,2020-05-15
Paktia Province,227,5,35,,2020-05-15
Paktika Province,38,1,1,,2020-05-15
Panjshir Province,84,3,13,,2020-05-15
Parwan Province,40,4,–,,2020-05-15
Samangan Province,112,1,8,,2020-05-15
Sar-e Pol Province,31,1,0,,2020-05-15
Takhar Province,133,7,6,,2020-05-15
Urozgan Province,5,0,1,,2020-05-15
Wardak Province,96,2,4,,2020-05-15
Zabul Province,38,–,3,,2020-05-15
Badakhshan Province,13,0,1,,2020-05-14
Badghis Province,80,0,2,,2020-05-14
Baghlan Province,113,3,4,,2020-05-14
Balkh Province,461,18,12,,2020-05-14
Bamyan Province,36,1,9,,2020-05-14
Daykundi Province,15,1,5,,2020-05-14
Farah Province,39,0,12,,2020-05-14
Faryab Province,37,2,4,,2020-05-14
Ghazni Province,126,7,10,,2020-05-14
Ghor Province,39,0,2,,2020-05-14
Helmand Province,44,0,17,,2020-05-14
Herat Province,935,22,175,,2020-05-14
Jowzjan Province,79,4,1,,2020-05-14
Kabul Province,"1,556",18,252,,2020-05-14
Kandahar Province,613,15,42,,2020-05-14
Kapisa Province,22,0,2,,2020-05-14
Khost Province,11,1,0,,2020-05-14
Kunar Province,71,1,0,,2020-05-14
Kunduz Province,65,2,23,,2020-05-14
Laghman Province,106,2,16,,2020-05-14
Logar Province,101,5,6,,2020-05-14
Nangarhar Province,247,12,13,,2020-05-14
Nimruz Province,63,1,30,,2020-05-14
Nuristan Province,4,0,0,,2020-05-14
Paktia Province,200,3,33,,2020-05-14
Paktika Province,34,1,1,,2020-05-14
Panjshir Province,79,2,1,,2020-05-14
Parwan Province,45,3,0,,2020-05-14
Samangan Province,93,1,8,,2020-05-14
Sar-e Pol Province,30,1,0,,2020-05-14
Takhar Province,133,5,4,,2020-05-14
Urozgan Province,5,0,1,,2020-05-14
Wardak Province,96,1,3,,2020-05-14
Zabul Province,33,0,3,,2020-05-14
Badakhshan Province,13,0,1,,2020-05-13
Badghis Province,80,0,2,,2020-05-13
Baghlan Province,88,3,4,,2020-05-13
Balkh Province,437,17,10,,2020-05-13
Bamyan Province,36,1,7,,2020-05-13
Daykundi Province,15,1,5,,2020-05-13
Farah Province,39,0,12,,2020-05-13
Faryab Province,36,2,4,,2020-05-13
Ghazni Province,91,7,10,,2020-05-13
Ghor Province,39,0,2,,2020-05-13
Helmand Province,44,0,17,,2020-05-13
Herat Province,935,22,175,,2020-05-13
Jowzjan Province,79,4,1,,2020-05-13
Kabul Province,"1,368",18,221,,2020-05-13
Kandahar Province,579,15,36,,2020-05-13
Kapisa Province,22,0,2,,2020-05-13
Khost Province,10,1,0,,2020-05-13
Kunar Province,71,1,0,,2020-05-13
Kunduz Province,65,2,23,,2020-05-13
Laghman Province,101,2,16,,2020-05-13
Logar Province,94,5,6,,2020-05-13
Nangarhar Province,217,12,13,,2020-05-13
Nimruz Province,58,0,30,,2020-05-13
Nuristan Province,4,0,0,,2020-05-13
Paktia Province,200,3,33,,2020-05-13
Paktika Province,30,1,1,,2020-05-13
Panjshir Province,77,2,1,,2020-05-13
Parwan Province,32,3,0,,2020-05-13
Samangan Province,73,1,6,,2020-05-13
Sar-e Pol Province,25,1,0,,2020-05-13
Takhar Province,133,5,4,,2020-05-13
Urozgan Province,5,0,1,,2020-05-13
Wardak Province,87,1,3,,2020-05-13
Zabul Province,30,0,3,,2020-05-13
Badakhshan Province,13,0,1,,2020-05-12
Badghis Province,72,0,2,,2020-05-12
Baghlan Province,81,3,4,,2020-05-12
Balkh Province,388,17,10,,2020-05-12
Bamyan Province,34,1,7,,2020-05-12
Daykundi Province,10,1,5,,2020-05-12
Farah Province,37,0,12,,2020-05-12
Faryab Province,32,2,4,,2020-05-12
Ghazni Province,91,7,4,,2020-05-12
Ghor Province,36,0,2,,2020-05-12
Helmand Province,42,0,17,,2020-05-12
Herat Province,913,20,175,,2020-05-12
Jowzjan Province,68,2,1,,2020-05-12
Kabul Province,"1,341",18,208,,2020-05-12
Kandahar Province,550,15,31,,2020-05-12
Kapisa Province,22,0,2,,2020-05-12
Khost Province,10,1,0,,2020-05-12
Kunar Province,61,1,0,,2020-05-12
Kunduz Province,63,2,7,,2020-05-12
Laghman Province,100,2,16,,2020-05-12
Logar Province,88,4,6,,2020-05-12
Nangarhar Province,194,12,13,,2020-05-12
Nimruz Province,55,0,30,,2020-05-12
Nuristan Province,4,0,0,,2020-05-12
Paktia Province,200,3,33,,2020-05-12
Paktika Province,30,1,1,,2020-05-12
Panjshir Province,75,2,0,,2020-05-12
Parwan Province,28,3,0,,2020-05-12
Samangan Province,72,0,6,,2020-05-12
Sar-e Pol Province,25,1,0,,2020-05-12
Takhar Province,108,5,2,,2020-05-12
Urozgan Province,5,0,1,,2020-05-12
Wardak Province,81,1,1,,2020-05-12
Zabul Province,27,0,3,,2020-05-12
Badakhshan Province,12,0,1,,2020-05-11
Badghis Province,52,0,2,,2020-05-11
Baghlan Province,81,3,4,,2020-05-11
Balkh Province,355,17,10,,2020-05-11
Bamyan Province,34,1,7,,2020-05-11
Daykundi Province,10,1,5,,2020-05-11
Farah Province,37,0,12,,2020-05-11
Faryab Province,31,2,4,,2020-05-11
Ghazni Province,91,7,4,,2020-05-11
Ghor Province,36,0,2,,2020-05-11
Helmand Province,35,0,16,,2020-05-11
Herat Province,901,20,175,,2020-05-11
Jowzjan Province,68,2,1,,2020-05-11
Kabul Province,"1,257",18,192,,2020-05-11
Kandahar Province,537,12,31,,2020-05-11
Kapisa Province,30,0,2,,2020-05-11
Khost Province,10,1,0,,2020-05-11
Kunar Province,61,1,0,,2020-05-11
Kunduz Province,58,2,7,,2020-05-11
Laghman Province,100,2,16,,2020-05-11
Logar Province,88,4,6,,2020-05-11
Nangarhar Province,174,12,13,,2020-05-11
Nimruz Province,53,0,12,,2020-05-11
Nuristan Province,4,0,0,,2020-05-11
Paktia Province,199,3,33,,2020-05-11
Paktika Province,30,1,1,,2020-05-11
Panjshir Province,63,2,0,,2020-05-11
Parwan Province,28,3,0,,2020-05-11
Samangan Province,72,0,6,,2020-05-11
Sar-e Pol Province,20,1,0,,2020-05-11
Takhar Province,94,5,2,,2020-05-11
Urozgan Province,4,0,1,,2020-05-11
Wardak Province,53,1,1,,2020-05-11
Zabul Province,22,0,3,,2020-05-11
Badakhshan Province,12,0,1,,2020-05-10
Badghis Province,34,0,2,,2020-05-10
Baghlan Province,81,3,4,,2020-05-10
Balkh Province,355,17,10,,2020-05-10
Bamyan Province,29,1,7,,2020-05-10
Daykundi Province,10,1,5,,2020-05-10
Farah Province,37,0,12,,2020-05-10
Faryab Province,31,2,4,,2020-05-10
Ghazni Province,91,7,4,,2020-05-10
Ghor Province,31,0,2,,2020-05-10
Helmand Province,32,0,16,,2020-05-10
Herat Province,894,20,175,,2020-05-10
Jowzjan Province,68,2,1,,2020-05-10
Kabul Province,"1,096",18,186,,2020-05-10
Kandahar Province,507,11,27,,2020-05-10
Kapisa Province,30,0,2,,2020-05-10
Khost Province,10,1,0,,2020-05-10
Kunar Province,50,1,0,,2020-05-10
Kunduz Province,53,2,7,,2020-05-10
Laghman Province,100,2,16,,2020-05-10
Logar Province,70,4,6,,2020-05-10
Nangarhar Province,158,12,12,,2020-05-10
Nimruz Province,53,0,12,,2020-05-10
Nuristan Province,2,0,0,,2020-05-10
Paktia Province,199,3,33,,2020-05-10
Paktika Province,30,1,1,,2020-05-10
Panjshir Province,63,2,0,,2020-05-10
Parwan Province,25,3,0,,2020-05-10
Samangan Province,70,0,6,,2020-05-10
Sar-e Pol Province,20,1,0,,2020-05-10
Takhar Province,94,5,2,,2020-05-10
Urozgan Province,4,0,1,,2020-05-10
Wardak Province,52,1,1,,2020-05-10
Zabul Province,22,0,3,,2020-05-10
Badakhshan Province,8,0,1,,2020-05-09
Badghis Province,34,0,2,,2020-05-09
Baghlan Province,60,3,4,,2020-05-09
Balkh Province,324,16,10,,2020-05-09
Bamyan Province,29,1,7,,2020-05-09
Daykundi Province,10,1,5,,2020-05-09
Farah Province,19,0,6,,2020-05-09
Faryab Province,31,2,4,,2020-05-09
Ghazni Province,87,6,4,,2020-05-09
Ghor Province,31,0,2,,2020-05-09
Helmand Province,27,0,16,,2020-05-09
Herat Province,835,19,175,,2020-05-09
Jowzjan Province,65,1,2,,2020-05-09
Kabul Province,979,18,139,,2020-05-09
Kandahar Province,481,9,21,,2020-05-09
Kapisa Province,19,0,2,,2020-05-09
Khost Province,10,1,0,,2020-05-09
Kunar Province,43,1,0,,2020-05-09
Kunduz Province,53,2,5,,2020-05-09
Laghman Province,88,1,21,,2020-05-09
Logar Province,70,4,6,,2020-05-09
Nangarhar Province,150,12,16,,2020-05-09
Nimruz Province,53,0,12,,2020-05-09
Nuristan Province,2,0,0,,2020-05-09
Paktia Province,198,3,29,,2020-05-09
Paktika Province,28,1,1,,2020-05-09
Panjshir Province,54,2,0,,2020-05-09
Parwan Province,17,3,0,,2020-05-09
Samangan Province,59,0,6,,2020-05-09
Sar-e Pol Province,17,1,0,,2020-05-09
Takhar Province,94,5,2,,2020-05-09
Urozgan Province,4,0,1,,2020-05-09
Wardak Province,33,1,1,,2020-05-09
Zabul Province,21,0,3,,2020-05-09
Badakhshan Province,8,0,1,,2020-05-08
Badghis Province,34,0,2,,2020-05-08
Baghlan Province,60,3,4,,2020-05-08
Balkh Province,281,15,6,,2020-05-08
Bamyan Province,28,1,7,,2020-05-08
Daykundi Province,9,1,5,,2020-05-08
Farah Province,19,0,6,,2020-05-08
Faryab Province,31,2,4,,2020-05-08
Ghazni Province,79,6,4,,2020-05-08
Ghor Province,31,0,2,,2020-05-08
Helmand Province,27,0,16,,2020-05-08
Herat Province,764,19,173,,2020-05-08
Jowzjan Province,32,1,1,,2020-05-08
Kabul Province,975,17,139,,2020-05-08
Kandahar Province,481,9,21,,2020-05-08
Kapisa Province,19,0,2,,2020-05-08
Khost Province,10,1,0,,2020-05-08
Kunar Province,42,0,1,,2020-05-08
Kunduz Province,42,2,5,,2020-05-08
Laghman Province,77,1,16,,2020-05-08
Logar Province,70,4,6,,2020-05-08
Nangarhar Province,111,12,12,,2020-05-08
Nimruz Province,53,0,12,,2020-05-08
Nuristan Province,1,0,0,,2020-05-08
Paktia Province,182,3,15,,2020-05-08
Paktika Province,28,1,1,,2020-05-08
Panjshir Province,53,0,0,,2020-05-08
Parwan Province,16,3,0,,2020-05-08
Samangan Province,59,0,6,,2020-05-08
Sar-e Pol Province,17,1,0,,2020-05-08
Takhar Province,70,5,1,,2020-05-08
Urozgan Province,4,0,1,,2020-05-08
Wardak Province,33,1,1,,2020-05-08
Zabul Province,21,0,3,,2020-05-08
Badakhshan Province,8,0,1,,2020-05-07
Badghis Province,34,0,2,,2020-05-07
Baghlan Province,60,3,4,,2020-05-07
Balkh Province,250,15,6,,2020-05-07
Bamyan Province,28,1,7,,2020-05-07
