pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal
35,Ontario,Ontario,31-01-2020,3,0,0,3,,N/A,,,3,300.00,0.021
59,British Columbia,Colombie-Britannique,31-01-2020,1,0,0,1,,N/A,,,1,100.00,0.020
1,Canada,Canada,31-01-2020,4,0,0,4,,N/A,,,4,400.00,0.011
35,Ontario,Ontario,08-02-2020,3,0,0,3,,N/A,,,0,0.00,0.021
59,British Columbia,Colombie-Britannique,08-02-2020,4,0,0,4,,N/A,,,3,300.00,0.079
1,Canada,Canada,08-02-2020,7,0,0,7,,N/A,,,3,75.00,0.019
35,Ontario,Ontario,16-02-2020,3,0,0,3,,N/A,,,0,0.00,0.021
59,British Columbia,Colombie-Britannique,16-02-2020,5,0,0,5,,N/A,,,1,25.00,0.099
1,Canada,Canada,16-02-2020,8,0,0,8,,N/A,,,1,14.29,0.021
35,Ontario,Ontario,21-02-2020,3,0,0,3,,N/A,,,0,0.00,0.021
59,British Columbia,Colombie-Britannique,21-02-2020,6,0,0,6,,N/A,,,1,20.00,0.118
1,Canada,Canada,21-02-2020,9,0,0,9,,N/A,,,1,12.50,0.024
35,Ontario,Ontario,24-02-2020,4,0,0,4,,N/A,,,1,33.33,0.027
59,British Columbia,Colombie-Britannique,24-02-2020,6,0,0,6,,N/A,,,0,0.00,0.118
1,Canada,Canada,24-02-2020,10,0,0,10,,N/A,,,1,11.11,0.027
35,Ontario,Ontario,25-02-2020,4,0,0,4,,N/A,,,0,0.00,0.027
59,British Columbia,Colombie-Britannique,25-02-2020,7,0,0,7,,N/A,,,1,16.67,0.138
1,Canada,Canada,25-02-2020,11,0,0,11,,N/A,,,1,10.00,0.029
35,Ontario,Ontario,26-02-2020,5,0,0,5,,N/A,,,1,25.00,0.034
59,British Columbia,Colombie-Britannique,26-02-2020,7,0,0,7,,N/A,,,0,0.00,0.138
1,Canada,Canada,26-02-2020,12,0,0,12,,N/A,,,1,9.09,0.032
35,Ontario,Ontario,27-02-2020,6,0,0,6,,N/A,,,1,20.00,0.041
59,British Columbia,Colombie-Britannique,27-02-2020,7,0,0,7,,N/A,,,0,0.00,0.138
1,Canada,Canada,27-02-2020,13,0,0,13,,N/A,,,1,8.33,0.035
35,Ontario,Ontario,29-02-2020,8,0,0,8,,N/A,,,2,33.33,0.055
59,British Columbia,Colombie-Britannique,29-02-2020,7,0,0,7,,N/A,,,0,0.00,0.138
1,Canada,Canada,29-02-2020,15,0,0,15,,N/A,,,2,15.38,0.040
35,Ontario,Ontario,01-03-2020,15,0,0,15,,N/A,,,7,87.50,0.103
59,British Columbia,Colombie-Britannique,01-03-2020,8,0,0,8,,N/A,,,1,14.29,0.158
24,Quebec,Québec,01-03-2020,1,0,0,1,,N/A,,,1,100.00,0.012
1,Canada,Canada,01-03-2020,24,0,0,24,,N/A,,,9,60.00,0.064
35,Ontario,Ontario,03-03-2020,20,0,0,20,,N/A,,,5,33.33,0.137
59,British Columbia,Colombie-Britannique,03-03-2020,12,0,0,12,,N/A,,,4,50.00,0.237
24,Quebec,Québec,03-03-2020,1,0,0,1,,N/A,,,0,0.00,0.012
1,Canada,Canada,03-03-2020,33,0,0,33,,N/A,,,9,37.50,0.088
35,Ontario,Ontario,05-03-2020,22,0,0,22,,N/A,,,2,10.00,0.151
59,British Columbia,Colombie-Britannique,05-03-2020,21,0,0,21,,N/A,,,9,75.00,0.414
24,Quebec,Québec,05-03-2020,2,0,0,2,,N/A,,,1,100.00,0.024
1,Canada,Canada,05-03-2020,45,0,0,45,,N/A,,,12,36.36,0.120
35,Ontario,Ontario,06-03-2020,28,0,0,28,,N/A,,,6,27.27,0.192
59,British Columbia,Colombie-Britannique,06-03-2020,21,0,0,21,,N/A,,,0,0.00,0.414
24,Quebec,Québec,06-03-2020,2,0,0,2,,N/A,,,0,0.00,0.024
1,Canada,Canada,06-03-2020,51,0,0,51,,N/A,,,6,13.33,0.136
35,Ontario,Ontario,07-03-2020,28,0,0,28,,N/A,,,0,0.00,0.192
59,British Columbia,Colombie-Britannique,07-03-2020,27,0,0,27,,N/A,,,6,28.57,0.532
24,Quebec,Québec,07-03-2020,2,0,0,2,,N/A,,,0,0.00,0.024
1,Canada,Canada,07-03-2020,57,0,0,57,,N/A,,,6,11.76,0.152
35,Ontario,Ontario,08-03-2020,31,0,0,31,,N/A,,,3,10.71,0.213
59,British Columbia,Colombie-Britannique,08-03-2020,27,0,1,27,,N/A,,,0,0.00,0.532
24,Quebec,Québec,08-03-2020,3,0,0,3,,N/A,,,1,50.00,0.035
48,Alberta,Alberta,08-03-2020,1,0,0,1,,N/A,,,1,100.00,0.023
1,Canada,Canada,08-03-2020,62,0,1,62,,N/A,,,5,8.77,0.165
35,Ontario,Ontario,09-03-2020,34,0,0,34,,N/A,,,3,9.68,0.233
59,British Columbia,Colombie-Britannique,09-03-2020,32,0,1,32,,N/A,,,5,18.52,0.631
24,Quebec,Québec,09-03-2020,4,0,0,4,,N/A,,,1,33.33,0.047
48,Alberta,Alberta,09-03-2020,7,0,0,7,,N/A,,,6,600.00,0.160
1,Canada,Canada,09-03-2020,77,0,1,77,,N/A,,,15,24.19,0.205
35,Ontario,Ontario,11-03-2020,42,0,1,42,3394,N/A,,233,8,23.53,0.288
59,British Columbia,Colombie-Britannique,11-03-2020,39,0,1,39,4373,N/A,,862,7,21.88,0.769
24,Quebec,Québec,11-03-2020,7,0,0,7,556,N/A,,66,3,75.00,0.082
48,Alberta,Alberta,11-03-2020,14,0,0,14,1969,N/A,,450,7,100.00,0.320
99,Repatriated travellers,Voyageurs rapatriés,11-03-2020,1,0,0,1,29,N/A,,,1,100.00,
47,Saskatchewan,Saskatchewan,11-03-2020,0,0,0,0,204,N/A,,174,0,0.00,0.000
46,Manitoba,Manitoba,11-03-2020,0,0,0,0,352,N/A,,257,0,0.00,0.000
13,New Brunswick,Nouveau-Brunswick,11-03-2020,0,0,0,0,22,N/A,,28,0,0.00,0.000
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11-03-2020,0,0,0,0,44,N/A,,84,0,0.00,0.000
12,Nova Scotia,Nouvelle-Écosse,11-03-2020,0,0,0,0,103,N/A,,106,0,0.00,0.000
11,Prince Edward Island,Île-du-Prince-Édouard,11-03-2020,0,0,0,0,6,N/A,,38,0,0.00,0.000
60,Yukon,Yukon,11-03-2020,0,0,0,0,0,N/A,,,0,0.00,0.000
61,Northwest Territories,Territoires du Nord-Ouest,11-03-2020,0,0,0,0,0,N/A,,,0,0.00,0.000
62,Nunavut,Nunavut,11-03-2020,0,0,0,0,0,N/A,,,0,0.00,0.000
1,Canada,Canada,11-03-2020,103,0,2,103,11023,N/A,,293,26,33.77,0.274
59,British Columbia,Colombie-Britannique,12-03-2020,46,0,1,46,5195,N/A,,1024,7,17.95,0.907
48,Alberta,Alberta,12-03-2020,19,0,0,19,4109,N/A,,940,5,35.71,0.435
47,Saskatchewan,Saskatchewan,12-03-2020,0,1,0,1,285,N/A,,243,1,0.00,0.085
46,Manitoba,Manitoba,12-03-2020,0,1,0,1,352,N/A,,257,1,0.00,0.073
35,Ontario,Ontario,12-03-2020,59,0,1,59,4185,N/A,,287,17,40.48,0.405
24,Quebec,Québec,12-03-2020,13,0,0,13,740,N/A,,87,6,85.71,0.153
13,New Brunswick,Nouveau-Brunswick,12-03-2020,0,1,0,1,44,N/A,,57,1,0.00,0.129
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-03-2020,0,0,0,0,52,N/A,,100,0,0.00,0.000
12,Nova Scotia,Nouvelle-Écosse,12-03-2020,0,0,0,0,182,N/A,,187,0,0.00,0.000
11,Prince Edward Island,Île-du-Prince-Édouard,12-03-2020,0,0,0,0,6,N/A,,38,0,0.00,0.000
61,Northwest Territories,Territoires du Nord-Ouest,12-03-2020,0,0,0,0,34,N/A,,758,0,0.00,0.000
62,Nunavut,Nunavut,12-03-2020,0,0,0,0,1,N/A,,26,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,12-03-2020,1,0,0,1,29,N/A,,,0,0.00,
60,Yukon,Yukon,12-03-2020,0,0,0,0,0,N/A,,,0,0.00,0.000
1,Canada,Canada,12-03-2020,138,3,2,141,15185,N/A,,404,38,36.89,0.375
59,British Columbia,Colombie-Britannique,13-03-2020,53,0,1,53,5195,N/A,,1024,7,15.22,1.045
48,Alberta,Alberta,13-03-2020,23,0,0,23,4109,N/A,,940,4,21.05,0.526
47,Saskatchewan,Saskatchewan,13-03-2020,0,1,0,1,285,N/A,,243,0,0.00,0.085
46,Manitoba,Manitoba,13-03-2020,1,2,0,3,352,N/A,,257,2,200.00,0.219
35,Ontario,Ontario,13-03-2020,79,0,1,79,4185,N/A,,287,20,33.90,0.542
24,Quebec,Québec,13-03-2020,17,0,0,17,740,N/A,,87,4,30.77,0.200
11,Prince Edward Island,Île-du-Prince-Édouard,13-03-2020,0,0,0,0,6,N/A,,38,0,0.00,0.000
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13-03-2020,0,0,0,0,52,N/A,,100,0,0.00,0.000
13,New Brunswick,Nouveau-Brunswick,13-03-2020,1,0,0,1,44,N/A,,57,0,0.00,0.129
12,Nova Scotia,Nouvelle-Écosse,13-03-2020,0,0,0,0,182,N/A,,187,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,13-03-2020,2,0,2,2,29,N/A,,,1,100.00,
60,Yukon,Yukon,13-03-2020,0,0,0,0,0,N/A,,,0,0.00,0.000
61,Northwest Territories,Territoires du Nord-Ouest,13-03-2020,0,0,0,0,34,N/A,,758,0,0.00,0.000
62,Nunavut,Nunavut,13-03-2020,0,0,0,0,1,N/A,,26,0,0.00,0.000
1,Canada,Canada,13-03-2020,176,3,2,179,15185,N/A,,404,38,26.95,0.476
59,British Columbia,Colombie-Britannique,14-03-2020,64,0,1,64,7033,N/A,,1387,11,20.75,1.262
48,Alberta,Alberta,14-03-2020,29,0,0,29,5247,N/A,,1200,6,26.09,0.663
47,Saskatchewan,Saskatchewan,14-03-2020,0,2,0,2,349,N/A,,297,1,100.00,0.170
46,Manitoba,Manitoba,14-03-2020,1,3,0,4,837,N/A,,611,1,33.33,0.292
35,Ontario,Ontario,14-03-2020,79,0,1,79,6646,N/A,,456,0,0.00,0.542
24,Quebec,Québec,14-03-2020,17,0,0,17,1584,N/A,,187,0,0.00,0.200
13,New Brunswick,Nouveau-Brunswick,14-03-2020,1,1,0,2,82,N/A,,106,1,100.00,0.257
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-03-2020,0,0,0,0,62,N/A,,119,0,0.00,0.000
12,Nova Scotia,Nouvelle-Écosse,14-03-2020,0,0,0,0,481,N/A,,495,0,0.00,0.000
11,Prince Edward Island,Île-du-Prince-Édouard,14-03-2020,0,0,0,0,6,N/A,,38,0,0.00,0.000
60,Yukon,Yukon,14-03-2020,0,0,0,0,0,N/A,,,0,0.00,0.000
61,Northwest Territories,Territoires du Nord-Ouest,14-03-2020,0,0,0,0,76,N/A,,1695,0,0.00,0.000
62,Nunavut,Nunavut,14-03-2020,0,0,0,0,6,N/A,,155,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,14-03-2020,2,0,0,2,29,N/A,,,0,0.00,
1,Canada,Canada,14-03-2020,193,6,2,199,22409,N/A,,596,20,11.17,0.529
59,British Columbia,Colombie-Britannique,15-03-2020,73,0,1,73,7033,N/A,,1387,9,14.06,1.439
48,Alberta,Alberta,15-03-2020,39,0,0,39,5247,N/A,,1200,10,34.48,0.892
47,Saskatchewan,Saskatchewan,15-03-2020,0,2,0,2,349,N/A,,297,0,0.00,0.170
46,Manitoba,Manitoba,15-03-2020,4,0,0,4,837,N/A,,611,0,0.00,0.292
35,Ontario,Ontario,15-03-2020,103,0,1,103,8461,N/A,,581,24,30.38,0.707
24,Quebec,Québec,15-03-2020,24,0,0,24,2337,N/A,,275,7,41.18,0.283
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15-03-2020,0,1,0,1,62,N/A,,119,1,0.00,0.192
13,New Brunswick,Nouveau-Brunswick,15-03-2020,1,1,0,2,82,N/A,,106,0,0.00,0.257
11,Prince Edward Island,Île-du-Prince-Édouard,15-03-2020,1,0,0,1,6,N/A,,38,1,0.00,0.637
12,Nova Scotia,Nouvelle-Écosse,15-03-2020,0,0,0,0,481,N/A,,495,0,0.00,0.000
60,Yukon,Yukon,15-03-2020,0,0,0,0,0,N/A,,,0,0.00,0.000
61,Northwest Territories,Territoires du Nord-Ouest,15-03-2020,0,0,0,0,76,N/A,,1695,0,0.00,0.000
62,Nunavut,Nunavut,15-03-2020,0,0,0,0,6,N/A,,155,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,15-03-2020,4,0,0,4,29,N/A,,,2,100.00,
1,Canada,Canada,15-03-2020,249,4,2,253,24977,N/A,,664,54,27.14,0.673
59,British Columbia,Colombie-Britannique,16-03-2020,73,0,4,73,9926,N/A,,1957,0,0.00,1.439
48,Alberta,Alberta,16-03-2020,56,0,0,56,10238,N/A,,2342,17,43.59,1.281
47,Saskatchewan,Saskatchewan,16-03-2020,1,5,0,6,881,N/A,,750,4,200.00,0.511
46,Manitoba,Manitoba,16-03-2020,4,3,0,7,1848,N/A,,1349,3,75.00,0.511
35,Ontario,Ontario,16-03-2020,145,0,1,145,10178,N/A,,699,42,40.78,0.995
24,Quebec,Québec,16-03-2020,39,0,0,39,3129,N/A,,369,15,62.50,0.460
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16-03-2020,0,1,0,1,161,N/A,,309,0,0.00,0.192
13,New Brunswick,Nouveau-Brunswick,16-03-2020,1,5,0,6,143,N/A,,184,4,200.00,0.772
12,Nova Scotia,Nouvelle-Écosse,16-03-2020,0,3,0,3,1075,N/A,,1107,3,0.00,0.309
11,Prince Edward Island,Île-du-Prince-Édouard,16-03-2020,1,0,0,1,6,N/A,,38,0,0.00,0.637
60,Yukon,Yukon,16-03-2020,0,0,0,0,0,N/A,,,0,0.00,0.000
61,Northwest Territories,Territoires du Nord-Ouest,16-03-2020,0,0,0,0,138,N/A,,3079,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,16-03-2020,4,0,0,4,29,N/A,,,0,0.00,
62,Nunavut,Nunavut,16-03-2020,0,0,0,0,7,N/A,,181,0,0.00,0.000
1,Canada,Canada,16-03-2020,324,17,5,341,37730,N/A,,1004,88,34.78,0.907
59,British Columbia,Colombie-Britannique,17-03-2020,103,0,7,103,11612,N/A,,2290,30,41.10,2.031
48,Alberta,Alberta,17-03-2020,74,0,0,74,11487,N/A,,2628,18,32.14,1.693
47,Saskatchewan,Saskatchewan,17-03-2020,2,5,0,7,1066,N/A,,908,1,16.67,0.596
46,Manitoba,Manitoba,17-03-2020,7,0,0,7,2216,N/A,,1618,0,0.00,0.511
35,Ontario,Ontario,17-03-2020,177,0,1,177,11167,N/A,,767,32,22.07,1.215
24,Quebec,Québec,17-03-2020,50,0,0,50,4870,N/A,,574,11,28.21,0.589
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-03-2020,0,1,0,1,161,N/A,,309,0,0.00,0.192
13,New Brunswick,Nouveau-Brunswick,17-03-2020,2,5,0,7,295,N/A,,380,1,16.67,0.901
12,Nova Scotia,Nouvelle-Écosse,17-03-2020,0,5,0,5,1075,N/A,,1107,2,66.67,0.515
11,Prince Edward Island,Île-du-Prince-Édouard,17-03-2020,1,0,0,1,75,N/A,,478,0,0.00,0.637
60,Yukon,Yukon,17-03-2020,0,0,0,0,0,N/A,,,0,0.00,0.000
61,Northwest Territories,Territoires du Nord-Ouest,17-03-2020,0,0,0,0,145,N/A,,3235,0,0.00,0.000
62,Nunavut,Nunavut,17-03-2020,0,0,0,0,7,N/A,,181,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,17-03-2020,8,0,0,8,29,N/A,,,4,100.00,
1,Canada,Canada,17-03-2020,424,16,8,440,44176,N/A,,1175,99,29.03,1.171
59,British Columbia,Colombie-Britannique,18-03-2020,186,0,7,186,13388,N/A,,2640,83,80.58,3.668
48,Alberta,Alberta,18-03-2020,97,0,0,97,13686,N/A,,3131,23,31.08,2.219
47,Saskatchewan,Saskatchewan,18-03-2020,2,6,0,8,1910,N/A,,1626,1,14.29,0.681
46,Manitoba,Manitoba,18-03-2020,8,7,0,15,2739,N/A,,2000,8,114.29,1.095
35,Ontario,Ontario,18-03-2020,189,0,1,189,13869,N/A,,952,12,6.78,1.297
24,Quebec,Québec,18-03-2020,74,0,1,74,5880,N/A,,693,24,48.00,0.872
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,18-03-2020,0,3,0,3,161,N/A,,309,2,200.00,0.575
13,New Brunswick,Nouveau-Brunswick,18-03-2020,2,6,0,8,408,N/A,,525,1,14.29,1.030
12,Nova Scotia,Nouvelle-Écosse,18-03-2020,1,6,0,7,1278,N/A,,1316,2,40.00,0.721
60,Yukon,Yukon,18-03-2020,0,0,0,0,0,N/A,,,0,0.00,0.000
11,Prince Edward Island,Île-du-Prince-Édouard,18-03-2020,1,0,0,1,75,N/A,,478,0,0.00,0.637
61,Northwest Territories,Territoires du Nord-Ouest,18-03-2020,0,0,0,0,145,N/A,,3235,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,18-03-2020,9,0,0,9,29,N/A,,,1,12.50,
62,Nunavut,Nunavut,18-03-2020,0,0,0,0,7,N/A,,181,0,0.00,0.000
1,Canada,Canada,18-03-2020,569,28,9,597,53546,N/A,,1425,157,35.68,1.588
59,British Columbia,Colombie-Britannique,19-03-2020,271,0,8,271,16382,N/A,,3230,85,45.70,5.344
48,Alberta,Alberta,19-03-2020,146,0,1,146,16507,N/A,,3776,49,50.52,3.340
47,Saskatchewan,Saskatchewan,19-03-2020,8,12,0,20,1910,N/A,,1626,12,150.00,1.703
46,Manitoba,Manitoba,19-03-2020,17,0,0,17,3189,N/A,,2329,2,13.33,1.241
35,Ontario,Ontario,19-03-2020,258,0,2,258,18488,N/A,,1269,69,36.51,1.771
24,Quebec,Québec,19-03-2020,121,0,1,121,6757,N/A,,796,47,63.51,1.426
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-03-2020,1,2,0,3,267,N/A,,512,0,0.00,0.575
13,New Brunswick,Nouveau-Brunswick,19-03-2020,7,4,0,11,527,N/A,,678,3,37.50,1.416
12,Nova Scotia,Nouvelle-Écosse,19-03-2020,5,9,0,14,1520,N/A,,1565,7,100.00,1.441
11,Prince Edward Island,Île-du-Prince-Édouard,19-03-2020,2,0,0,2,75,N/A,,478,1,100.00,1.274
61,Northwest Territories,Territoires du Nord-Ouest,19-03-2020,0,0,0,0,221,N/A,,4930,0,0.00,0.000
62,Nunavut,Nunavut,19-03-2020,0,0,0,0,8,N/A,,206,0,0.00,0.000
60,Yukon,Yukon,19-03-2020,0,0,0,0,0,N/A,,,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,19-03-2020,10,0,0,10,29,N/A,,,1,11.11,
1,Canada,Canada,19-03-2020,846,27,12,873,65851,N/A,,1752,276,46.23,2.322
59,British Columbia,Colombie-Britannique,20-03-2020,271,0,9,271,18792,N/A,,3706,0,0.00,5.344
48,Alberta,Alberta,20-03-2020,195,0,1,195,19782,N/A,,4525,49,33.56,4.461
47,Saskatchewan,Saskatchewan,20-03-2020,8,18,0,26,1910,N/A,,1626,6,30.00,2.214
46,Manitoba,Manitoba,20-03-2020,17,0,0,17,3367,N/A,,2459,0,0.00,1.241
35,Ontario,Ontario,20-03-2020,311,0,2,311,21499,N/A,,1476,53,20.54,2.135
24,Quebec,Québec,20-03-2020,139,0,1,139,8539,N/A,,1006,18,14.88,1.638
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-03-2020,3,1,0,4,287,N/A,,550,1,33.33,0.767
13,New Brunswick,Nouveau-Brunswick,20-03-2020,7,4,0,11,640,N/A,,824,0,0.00,1.416
12,Nova Scotia,Nouvelle-Écosse,20-03-2020,5,10,0,15,1647,N/A,,1695,1,7.14,1.544
11,Prince Edward Island,Île-du-Prince-Édouard,20-03-2020,2,0,0,2,75,N/A,,478,0,0.00,1.274
61,Northwest Territories,Territoires du Nord-Ouest,20-03-2020,0,0,0,0,268,N/A,,5979,0,0.00,0.000
62,Nunavut,Nunavut,20-03-2020,0,0,0,0,8,N/A,,206,0,0.00,0.000
60,Yukon,Yukon,20-03-2020,0,0,0,0,0,N/A,,,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,20-03-2020,13,0,0,13,29,N/A,,,3,30.00,
1,Canada,Canada,20-03-2020,971,33,13,1004,76814,N/A,,2044,131,15.01,2.671
59,British Columbia,Colombie-Britannique,21-03-2020,424,0,10,424,20417,N/A,,4026,153,56.46,8.361
48,Alberta,Alberta,21-03-2020,226,0,1,226,23060,N/A,,5275,31,15.90,5.170
47,Saskatchewan,Saskatchewan,21-03-2020,25,19,0,44,3807,N/A,,3241,18,69.23,3.746
46,Manitoba,Manitoba,21-03-2020,11,8,0,19,3668,N/A,,2678,2,11.76,1.387
35,Ontario,Ontario,21-03-2020,377,0,3,377,25470,N/A,,1749,66,21.22,2.588
24,Quebec,Québec,21-03-2020,202,19,4,221,8539,N/A,,1006,82,58.99,2.605
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21-03-2020,3,3,0,6,299,N/A,,573,2,50.00,1.150
13,New Brunswick,Nouveau-Brunswick,21-03-2020,9,8,0,17,865,N/A,,1114,6,54.55,2.188
12,Nova Scotia,Nouvelle-Écosse,21-03-2020,9,12,0,21,1956,N/A,,2014,6,40.00,2.162
11,Prince Edward Island,Île-du-Prince-Édouard,21-03-2020,2,0,0,2,75,N/A,,478,0,0.00,1.274
61,Northwest Territories,Territoires du Nord-Ouest,21-03-2020,1,0,0,1,301,N/A,,6715,1,0.00,2.231
62,Nunavut,Nunavut,21-03-2020,0,0,0,0,10,N/A,,258,0,0.00,0.000
60,Yukon,Yukon,21-03-2020,0,0,0,0,416,N/A,,10183,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,21-03-2020,13,0,0,13,29,N/A,,,0,0.00,
1,Canada,Canada,21-03-2020,1302,69,18,1371,88883,N/A,,2365,367,36.55,3.647
59,British Columbia,Colombie-Britannique,22-03-2020,424,0,10,424,22135,N/A,,4365,0,0.00,8.361
48,Alberta,Alberta,22-03-2020,259,0,1,259,26999,N/A,,6176,33,14.60,5.925
47,Saskatchewan,Saskatchewan,22-03-2020,33,19,0,52,4407,N/A,,3752,8,18.18,4.428
46,Manitoba,Manitoba,22-03-2020,11,8,0,19,3936,N/A,,2874,0,0.00,1.387
35,Ontario,Ontario,22-03-2020,425,0,5,425,28570,N/A,,1961,48,12.73,2.918
24,Quebec,Québec,22-03-2020,221,0,4,221,8539,N/A,,1006,0,0.00,2.605
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-03-2020,3,6,0,9,299,N/A,,573,3,50.00,1.726
13,New Brunswick,Nouveau-Brunswick,22-03-2020,9,8,0,17,924,N/A,,1189,0,0.00,2.188
12,Nova Scotia,Nouvelle-Écosse,22-03-2020,28,0,0,28,2210,N/A,,2275,7,33.33,2.882
11,Prince Edward Island,Île-du-Prince-Édouard,22-03-2020,3,0,0,3,75,N/A,,478,1,50.00,1.911
61,Northwest Territories,Territoires du Nord-Ouest,22-03-2020,1,0,0,1,301,N/A,,6715,0,0.00,2.231
62,Nunavut,Nunavut,22-03-2020,0,0,0,0,13,N/A,,335,0,0.00,0.000
60,Yukon,Yukon,22-03-2020,0,0,0,0,416,N/A,,10183,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,22-03-2020,13,0,0,13,29,N/A,,,0,0.00,
1,Canada,Canada,22-03-2020,1430,41,20,1471,98824,N/A,,2629,100,7.29,3.913
59,British Columbia,Colombie-Britannique,23-03-2020,472,0,13,472,23460,N/A,,4626,48,11.32,9.307
48,Alberta,Alberta,23-03-2020,301,0,1,301,29757,N/A,,6807,42,16.22,6.886
47,Saskatchewan,Saskatchewan,23-03-2020,65,1,0,66,5130,N/A,,4368,14,26.92,5.620
46,Manitoba,Manitoba,23-03-2020,11,9,0,20,4133,N/A,,3018,1,5.26,1.460
35,Ontario,Ontario,23-03-2020,503,0,6,503,30688,N/A,,2107,78,18.35,3.453
24,Quebec,Québec,23-03-2020,221,407,4,628,8539,N/A,,1006,407,184.16,7.401
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-03-2020,4,20,0,24,894,N/A,,1714,15,166.67,4.602
13,New Brunswick,Nouveau-Brunswick,23-03-2020,9,8,0,17,1139,N/A,,1466,0,0.00,2.188
12,Nova Scotia,Nouvelle-Écosse,23-03-2020,41,0,0,41,2408,N/A,,2479,13,46.43,4.221
11,Prince Edward Island,Île-du-Prince-Édouard,23-03-2020,3,0,0,3,206,N/A,,1313,0,0.00,1.911
61,Northwest Territories,Territoires du Nord-Ouest,23-03-2020,1,0,0,1,364,N/A,,8120,0,0.00,2.231
62,Nunavut,Nunavut,23-03-2020,0,0,0,0,13,N/A,,335,0,0.00,0.000
60,Yukon,Yukon,23-03-2020,2,0,0,2,416,N/A,,10183,2,0.00,4.895
99,Repatriated travellers,Voyageurs rapatriés,23-03-2020,13,0,0,13,76,N/A,,,0,0.00,
1,Canada,Canada,23-03-2020,1646,445,24,2091,107147,N/A,,2850,620,42.15,5.563
59,British Columbia,Colombie-Britannique,24-03-2020,617,0,13,617,26305,N/A,,5187,145,30.72,12.166
48,Alberta,Alberta,24-03-2020,358,0,2,358,32776,N/A,,7498,57,18.94,8.190
47,Saskatchewan,Saskatchewan,24-03-2020,72,0,0,72,5604,N/A,,4772,6,9.09,6.130
46,Manitoba,Manitoba,24-03-2020,11,10,0,21,4406,N/A,,3217,1,5.00,1.533
35,Ontario,Ontario,24-03-2020,588,0,8,588,34727,N/A,,2384,85,16.90,4.037
